date,open,high,low,close,volume,market_cap,increase_flag,percent_change
20161129,0.167861,0.167909,0.141612,0.149953,121979,8393050,0,-10.6683506
20161128,0.173073,0.175046,0.166608,0.167994,92873,8653650,0,-2.934599851
20161127,0.174134,0.179557,0.173007,0.17305,34618,8706700,0,-0.622509102
20161126,0.174608,0.185637,0.173892,0.174141,53456,8730400,0,-0.267456245
20161125,0.171903,0.191663,0.171885,0.174514,148809,8595150,1,1.518879833
20161124,0.167006,0.186579,0.165703,0.171955,252878,8350300,1,2.963366586
20161123,0.168883,0.172495,0.16694,0.167085,18866,8444150,0,-1.064642386
20161122,0.173474,0.17422,0.167397,0.168892,30457,8673700,0,-2.641318007
20161121,0.171,0.174966,0.169408,0.173476,13977,8550000,1,1.447953216
20161120,0.169929,0.171309,0.161549,0.170999,6888,8496450,1,0.629674747
20161119,0.172135,0.17649,0.168427,0.169928,20977,8606750,0,-1.282133209
20161118,0.173267,0.196769,0.16942,0.172177,170258,8663350,0,-0.629086901
20161117,0.162654,0.177109,0.16256,0.17328,115600,8132700,1,6.532885757
20161116,0.173875,0.177754,0.153992,0.162529,52767,8693750,0,-6.525377426
20161115,0.183863,0.183864,0.172835,0.173875,58217,9193150,0,-5.432305575
20161114,0.170347,0.196291,0.168508,0.183786,161342,8517350,1,7.889190887
20161113,0.168699,0.172853,0.163703,0.169917,47661,8434950,1,0.721995981
20161112,0.172603,0.179612,0.166288,0.168695,38920,8630150,0,-2.264155316
20161111,0.168293,0.181036,0.165815,0.176226,92296,8414650,1,4.713802713
20161110,0.159342,0.179854,0.154536,0.168272,226859,7967100,1,5.604297674
20161109,0.161599,0.166946,0.156541,0.159859,51101,8079950,0,-1.076739336
20161108,0.173073,0.173376,0.160523,0.161594,64487,8653650,0,-6.632461447
20161107,0.163957,0.174019,0.143322,0.173087,264007,8197850,1,5.568533213
20161106,0.1608,0.16817,0.15675,0.164002,52679,8040000,1,1.991293532
20161105,0.175934,0.181375,0.156657,0.160797,165265,8796700,0,-8.603794605
20161104,0.173574,0.183584,0.168351,0.175917,123337,8678700,1,1.349856545
20161103,0.197962,0.19817,0.155788,0.173534,265799,9898100,0,-12.33974197
20161102,0.214646,0.219169,0.191732,0.197941,242163,10732300,0,-7.782581553
20161101,0.228232,0.239149,0.204285,0.211322,411699,11411600,0,-7.409127554
20161031,0.18161,0.229291,0.177568,0.228251,917488,9080500,1,25.68195584
20161030,0.172946,0.18382,0.170264,0.181026,377793,8647300,1,4.671978537
20161029,0.151237,0.176248,0.151237,0.170166,714101,7561850,1,12.51611709
20161028,0.127447,0.159842,0.12378,0.151552,545958,6372350,1,18.91374454
20161027,0.129608,0.140409,0.124055,0.127426,169528,6480400,0,-1.683538053
20161026,0.1357,0.16963,0.121312,0.129615,494772,6785000,0,-4.484156227
