Date,Open,High,Low,Close,Volume,Market Cap,pcnt_change,3_day_volume_avg,7_day_volume_avg,10_day_volume_avg,20_day_volume_avg,3_day_close_avg,7_day_close_avg,10_day_close_avg,20_day_close_avg,increase_flag,tomorrow_percent_change
7-Aug-17,15.2,20.24,14.36,18.68,"166,514,000","759,959,000",22.89473684,"110,215,067","67,552,343","50,324,743","35,779,477",15.97,12.14,10.672,9.1105,1,7.339449541
6-Aug-17,14.17,16.19,13.42,15.21,"81,450,800","708,471,000",7.339449541,"73,472,233","45,315,571","35,245,923","28,358,862",13.22,10.51857143,9.513,8.4775,1,34.93743985
5-Aug-17,10.39,14.95,10.24,14.02,"82,680,400","519,506,000",34.93743985,"62,938,233","34,966,319","28,625,953","25,036,972",11.70666667,9.367142857,8.764,8.0055,1,-3.782287823
4-Aug-17,10.84,11.22,9.97,10.43,"56,285,500","541,832,000",-3.782287823,"41,231,100","24,657,461","22,034,473","21,377,873",9.736666667,8.401428571,8.079,7.5565,0,30.28083028
3-Aug-17,8.19,10.7,8.06,10.67,"49,848,800","409,434,000",30.28083028,"28,645,233","18,863,219","18,353,963","19,128,308",8.88,7.924285714,7.771,7.2865,1,3.312101911
2-Aug-17,7.85,8.3,7.71,8.11,"17,559,000","392,732,000",3.312101911,"15,647,833","13,920,690","15,497,453","17,253,418",7.766666667,7.502857143,7.55,7.03,1,6.793478261
1-Aug-17,7.36,8.2,6.96,7.86,"18,527,900","368,123,000",6.793478261,"12,796,843","13,807,347","16,733,063","17,266,668",7.446666667,7.368571429,7.596,6.939,1,2.374301676
31-Jul-17,7.16,7.43,7.02,7.33,"10,856,600","358,222,000",2.374301676,"10,127,010","13,943,419","18,169,353","17,507,138",7.246666667,7.295714286,7.672,6.8775,1,-1.650618982
30-Jul-17,7.27,7.3,6.94,7.15,"9,006,030","363,345,000",-1.650618982,"11,750,077","15,433,004","19,213,493","17,973,453",7.166666667,7.457142857,7.681,6.781,0,2.3977433
29-Jul-17,7.09,7.46,6.76,7.26,"10,518,400","354,258,000",2.3977433,"13,831,767","18,420,014","20,860,500","18,092,916",7.356666667,7.66,7.687,6.725,1,-8.516129032
28-Jul-17,7.75,7.88,6.93,7.09,"15,725,800","387,410,000",-8.516129032,"15,914,167","21,616,071","21,234,210","18,088,121",7.326666667,7.854285714,7.549,6.707,0,6.925207756
27-Jul-17,7.22,7.94,7.13,7.72,"15,251,100","360,772,000",6.925207756,"17,165,700","22,412,100","21,471,800","18,508,756",7.413333333,7.901428571,7.442,6.725,1,-2.182810368
26-Jul-17,7.33,7.59,6.58,7.17,"16,765,600","366,562,000",-2.182810368,"19,176,567","23,872,814","21,447,990","18,566,676",7.66,7.828571429,7.247,6.6775,0,-13.3254717
25-Jul-17,8.48,8.48,6.88,7.35,"19,480,400","423,876,000",-13.3254717,"23,559,733","23,514,229","20,721,272","18,625,021",8.126666667,7.644285714,7.034,6.711,0,-1.742160279
24-Jul-17,8.61,8.81,8.19,8.46,"21,283,700","430,471,000",-1.742160279,"28,029,867","23,317,271","19,902,652","19,119,406",8.55,7.454285714,6.802,6.745,0,-0.810185185
23-Jul-17,8.64,8.93,7.76,8.57,"29,915,100","431,881,000",-0.810185185,"28,034,633","22,421,457","19,009,382","18,844,301",8.203333333,7.07,6.51,6.711,0,16.64411367
22-Jul-17,7.39,9.12,7.31,8.62,"32,890,800","369,727,000",16.64411367,"26,554,967","19,504,789","17,800,272","18,789,566",7.75,6.565714286,6.282,6.6935,1,2.486187845
21-Jul-17,7.24,7.97,7.03,7.42,"21,298,000","361,826,000",2.486187845,"20,343,200","16,419,560","16,844,922","19,518,961",6.836666667,6.052857143,6.083,6.6675,1,22.41086587
20-Jul-17,5.89,7.47,5.89,7.21,"25,476,100","294,317,000",22.41086587,"19,277,767","15,141,417","16,733,412","20,110,481",6.37,5.784285714,5.881,6.694,1,-2.649006623
19-Jul-17,6.04,6.23,5.65,5.88,"14,255,500","301,935,000",-2.649006623,"15,790,067","14,048,260","15,325,332","21,004,451",5.89,5.652857143,5.763,6.77,0,4.332755633
18-Jul-17,5.77,6.29,5.51,6.02,"18,101,700","288,470,000",4.332755633,"14,204,373","15,345,660","14,942,032","24,144,176",5.61,5.76,5.865,6.9645,1,14.03162055
17-Jul-17,5.06,5.85,5.03,5.77,"15,013,000","253,054,000",14.03162055,"11,935,207","15,642,974","15,545,712","26,888,206",5.28,5.671428571,6.008,7.0825,1,0.198807157
16-Jul-17,5.03,5.27,4.83,5.04,"9,498,420","251,399,000",0.198807157,"11,047,873","15,126,160","15,685,362","29,689,041",5.203333333,5.708571429,6.108,7.1355,1,-9.369369369
15-Jul-17,5.55,5.55,4.98,5.03,"11,294,200","277,400,000",-9.369369369,"13,823,067","15,258,171","16,528,770","30,594,915",5.62,5.974285714,6.388,7.16,0,-11.64274322
14-Jul-17,6.27,6.29,5.42,5.54,"12,351,000","313,433,000",-11.64274322,"17,837,433","17,093,071","18,336,160","31,274,750",6.153333333,6.32,6.688,7.206,0,-5.838323353
13-Jul-17,6.68,6.95,5.91,6.29,"17,824,000","334,240,000",-5.838323353,"20,448,067","17,672,857","18,679,220","32,325,175",6.106666667,6.495714286,6.912,7.244,0,24.85875706
12-Jul-17,5.31,6.69,5.07,6.63,"23,337,300","265,564,000",24.85875706,"18,305,167","17,688,357","19,778,860","34,785,640",6.02,6.717142857,7.105,7.2715,1,-8.937605396
11-Jul-17,5.93,6.11,4.83,5.4,"20,182,900","296,309,000",-8.937605396,"14,000,233","18,549,900","22,193,000","39,381,225",6.11,6.917142857,7.252,7.287,0,-12.73516643
10-Jul-17,6.91,6.96,5.58,6.03,"11,395,300","345,719,000",-12.73516643,"15,318,767","17,921,143","23,487,550","42,790,800",6.793333333,7.257142857,7.507,7.5245,0,-6.756756757
9-Jul-17,7.4,7.62,6.87,6.9,"10,422,500","370,072,000",-6.756756757,"16,990,167","20,410,443","26,683,570","48,554,085",7.04,7.57,7.777,7.623,0,9.72017673
8-Jul-17,6.79,7.63,5.91,7.45,"24,138,500","339,382,000",9.72017673,"19,493,500","25,704,186","33,346,320","62,100,010",7.353333333,7.741428571,8.064,7.864,1,-13.53767561
7-Jul-17,7.83,7.89,6.74,6.77,"16,409,500","391,569,000",-13.53767561,"21,236,700","26,988,457","38,230,700","63,962,135",7.546666667,7.812857143,8.157,7.7545,0,-1.754385965
6-Jul-17,7.98,8.34,7.69,7.84,"17,932,500","399,093,000",-1.754385965,"21,027,400","30,837,886","43,692,720","67,271,710",7.883333333,8.092857143,8.163,7.604,0,3.346203346
5-Jul-17,7.77,8.66,7.23,8.03,"29,368,100","388,453,000",3.346203346,"24,656,700","39,283,243","44,661,060","68,664,195",8.01,8.368571429,7.932,7.3505,1,-5.352798054
4-Jul-17,8.22,8.49,7.77,7.78,"15,781,600","410,831,000",-5.352798054,"30,693,567","45,513,843","44,213,340","67,673,337",8.033333333,8.418571429,7.724,7.038,0,1.985111663
3-Jul-17,8.06,8.48,7.52,8.22,"28,820,400","402,786,000",1.985111663,"36,475,833","53,406,429","45,971,130","67,409,117",8.09,8.282857143,7.576,6.736,1,1.75879397
2-Jul-17,7.96,8.51,6.75,8.1,"47,478,700","397,988,000",1.75879397,"41,320,867","53,234,357","49,792,420","66,490,922",8.26,7.898571429,7.438,6.4155,1,-9.350057013
1-Jul-17,8.77,9.24,7.74,7.95,"33,128,400","438,293,000",-9.350057013,"51,177,967","50,007,529","56,569,450","64,491,612",8.816666667,7.591428571,7.322,6.086,0,-10.18518519
30-Jun-17,9.72,10,8.6,8.73,"43,355,500","485,988,000",-10.18518519,"64,462,600","50,040,543","62,094,050","63,159,162",8.96,7.355714286,7.542,5.772,0,17.14628297
29-Jun-17,8.34,10.07,7.91,9.77,"77,050,000","416,970,000",17.14628297,"73,687,333","53,423,086","70,424,600","61,856,152",8.326666667,7.085714286,7.469,5.4195,1,20.40229885
28-Jun-17,6.96,8.69,6.49,8.38,"72,982,300","347,826,000",20.40229885,"57,209,300","58,880,086","90,853,700","58,490,053",6.913333333,6.681428571,7.664,5.0085,1,27.6635514
27-Jun-17,5.35,7.26,5.09,6.83,"71,029,700","267,538,000",27.6635514,"41,178,833","61,078,957","89,693,570","55,196,853",6.103333333,6.934285714,7.352,4.6575,1,-7.058823529
26-Jun-17,5.95,6.22,4.42,5.53,"27,615,900","297,587,000",-7.058823529,"28,622,100","69,026,286","90,850,700","51,795,093",5.926666667,7.101428571,7.045,4.38,0,-5.405405405
25-Jun-17,6.29,6.46,5.66,5.95,"24,890,900","314,543,000",-5.405405405,"41,761,233","105,272,729","92,667,330","50,676,007",6.363333333,7.985714286,6.769,4.1705,0,-8.296943231
24-Jun-17,6.87,7.11,6.25,6.3,"33,359,500","343,738,000",-8.296943231,"71,880,600","110,485,600","91,133,334","49,625,308",6.693333333,7.887142857,6.352,3.937,0,-1.156069364
23-Jun-17,6.92,7.43,5.78,6.84,"67,033,300","346,025,000",-1.156069364,"90,218,900","117,520,100","88,847,104","48,085,944",7.976666667,7.524285714,5.896,3.685,0,-31.69291339
22-Jun-17,10.16,10.51,6.9,6.94,"115,249,000","507,921,000",-31.69291339,"110,094,800","114,484,229","83,189,424","44,936,766",8.363333333,6.942857143,5.393,3.406,0,26.24378109
21-Jun-17,8.04,10.21,7.81,10.15,"88,374,400","401,956,000",26.24378109,"165,458,800","99,384,506","72,413,773","39,532,210",9.956666667,6.205714286,4.85,3.1265,1,-32.14588634
20-Jun-17,11.79,11.79,7.87,8,"126,661,000","589,390,000",-32.14588634,"156,461,000","88,259,191","64,224,274","35,516,586",8.326666667,5.004285714,4.002,2.681,0,114.6520147
19-Jun-17,5.46,11.81,5.46,11.72,"281,341,000","273,011,000",114.6520147,"141,774,333","71,658,549","53,287,704","29,333,587",6.913333333,4.12,3.37,2.3325,1,38.78627968
18-Jun-17,3.79,5.26,3.47,5.26,"61,381,000","189,717,000",38.78627968,"63,254,733","32,537,333","26,126,406","15,536,223",3.93,2.661428571,2.353,1.7975,1,34.28571429
17-Jun-17,2.8,4.18,2.7,3.76,"82,601,000","139,894,000",34.28571429,"45,978,047","24,694,249","20,700,135","12,575,723",2.77,2.148571429,1.963,1.58283825,1,53.88888889
16-Jun-17,1.8,2.81,1.72,2.77,"45,782,200","90,202,000",53.88888889,"21,943,447","15,364,863","12,739,486","8,702,365",2.096666667,1.851428571,1.715,1.44134355,1,2.298850575
15-Jun-17,1.74,1.84,1.54,1.78,"9,550,940","86,947,000",2.298850575,"10,168,213","10,214,266","8,684,683","6,764,551",1.776666667,1.677142857,1.572,1.35196095,1,-3.867403315
14-Jun-17,1.81,1.94,1.68,1.74,"10,497,200","90,657,000",-3.867403315,"9,482,063","9,866,744","8,117,281","6,629,401",1.686666667,1.617142857,1.522,1.3042884,0,20.66666667
