Date,Open,High,Low,Close,Volume,Market Cap,pcnt_change,3_day_volume_avg,7_day_volume_avg,10_day_volume_avg,20_day_volume_avg,3_day_close_avg,7_day_close_avg,10_day_close_avg,20_day_close_avg,bitcoin_close,7_day_btcn_avg,10_day_btcn_avg,btcn_pcnt_chng,sp500_close,7_day_sp500_avg,10_day_sp500_avg,sp500_pcnt_chng,increase_flag,tomorrow_percent_change
20170909,24.63,24.63,21.55,21.96,47199500,1231580000,-11.66532582,124484166.7,110821485.7,99384920,89518610,25.87,24.84,27.08,32.41,4228.75,4457.188571,4536.102,-8.068253954,2461.429932,2466.350028,2468.92002,0,1,3.597449909
20170908,30.59,30.59,22.41,24.86,112252000,1529630000,-19.23326836,134666433.3,117324785.7,104393930,91451745,25.67,26.24,28.19,33.22,4599.88,4551.94,4571.129,0.060037589,2461.429932,2468.510045,2468.536035,-0.14888507,0,-11.66532582
20170907,21.3,33.55,20.54,30.78,214001000,1065110000,44.1011236,127716533.3,112062914.3,110022130,94257045,24.98,27.26,29.07,33.98,4597.12,4566.727143,4549.407,5.04029448,2465.100098,2470.670062,2467.023047,-0.017843596,0,-19.23326836
20170906,22.97,24.32,20.3,21.36,77746300,1148320000,-6.315789474,119688533.3,88628100,92762130,94049245,22,27.6,29.84,34.38,4376.53,4562.181429,4527.983,3.30995607,2465.540039,2471.605748,2464.937036,0.312872661,1,44.1011236
20170905,21.88,23.85,18.93,22.8,91402300,1093860000,4.443426477,108183866.7,91420000,90052460,99732430,24.98,29.28,31.71,35.35,4236.31,4591.108571,4525.57,-7.56388884,2457.850098,2470.470041,2462.688037,-0.755080682,0,-6.315789474
20170904,30.44,30.44,17.4,21.83,189917000,1522090000,-28.00131926,108623966.7,102438814.3,85014010,103675965,27.96,30.83,33.29,36.48,4582.96,4612.015714,4539.099,0.091509292,2476.550049,2468.820034,2461.208032,0,1,4.443426477
20170903,31.77,32.65,28.58,30.32,43232300,1588690000,-4.413619168,70457933.33,81222242.86,70799530,107320165,31.35,33.2,35.14,37.77,4578.77,4583.432857,4514.271,-6.403094025,2476.550049,2464.204311,2457.858032,0,0,-28.00131926
20170902,31.69,34.81,28.55,31.72,92722600,1584390000,-0.905966885,72699600,82281857.14,72863850,122343800,32.3,34.6,36.31,38.62,4892.01,4551.094286,4471.546,4.010298955,2476.550049,2459.418597,2454.100025,0,0,-4.413619168
20170901,33.17,33.57,28.87,32.01,75418900,1658680000,-3.468033776,74221933.33,74895457.14,76767890,140140370,32.76,35.58,37.14,39.37,4703.39,4476.75,4392.397,3.024773837,2476.550049,2454.632882,2450.849024,0.198254089,0,-0.905966885
20170831,32.93,35.09,32.6,33.16,49957300,1646720000,0.181268882,105260300,70945928.57,76052530,145258025,33.31,36.76,37.53,39.6,4565.3,4424.077143,4322.232,-0.299627431,2471.649902,2449.847168,2448.44502,0.572097604,0,-3.468033776
20170830,33.48,35.84,29.71,33.1,97289600,1673910000,-1.663695781,102408200,72934242.86,79652300,161863660,35.07,38.03,37.74,39.62,4579.02,4364.965714,4274.468,4.480384059,2457.590088,2445.178606,2444.117041,0.461514891,1,0.181268882
20170829,38.46,38.46,30.69,33.66,168534000,1922840000,-12.45773732,86861533.33,77859014.29,78509560,175005430,37.4,39.02,38.25,39.77,4382.66,4296.608571,4235.936,-0.005019531,2446.300049,2443.242885,2440.913037,0.08428219,0,-1.663695781
20170828,40.23,40.31,37.38,38.45,41401000,2011600000,-4.09079571,44356133.33,63534914.29,78491960,172418480,39.04,39.33,38.88,39.17,4382.88,4242.191429,4213.732,0.700303281,2444.23999,2444.130022,2438.838037,0.048707189,0,-12.45773732
20170827,38.58,41.23,37.42,40.09,50649600,1928770000,3.887017362,46479866.67,69899771.43,95336360,176577880,39.66,38.88,38.92,38.17,4352.4,4200.017143,4208.613,-0.439198463,2443.050049,2441.862898,2436.969043,0,0,-4.09079571
20170826,40.31,40.52,37.7,38.59,41017800,2015360000,-4.243176179,50888500,74930142.86,109412400,182371100,40.31,38.61,38.98,37.09,4371.6,4177.345714,4211.036,0.851735307,2443.050049,2439.362898,2435.665039,0,1,3.887017362
20170825,41.96,42.26,39.78,40.3,47772200,2098230000,-4.161712247,81136900,93121600,122337920,184392750,40.78,38.81,39.67,35.93,4334.68,4147.205714,4192.069,4.411878059,2443.050049,2436.862898,2438.171045,0.16728693,0,-4.243176179
20170824,39.92,42.13,39.31,42.05,63875500,1996230000,5.125,87967933.33,116274857.1,143840800,186138160,39.3,38.6,40.39,34.61,4151.52,4146.778571,4191.114,1.243744696,2438.969971,2434.362898,2440.327051,-0.207446192,0,-4.161712247
20170823,35.83,44.03,35.25,40,131763000,1791670000,11.57601116,95327766.67,134494071.4,171823750,185758660,37.05,38.41,40.93,33.03,4100.52,4178.937143,4183.288,2.468426235,2444.040039,2433.082903,2443.014063,-0.345359284,1,5.125
20170822,35.16,36.17,31.6,35.85,68265300,1758180000,1.558073654,80027500,139995500,203512850,181662950,36.45,39.2,41.6,31.56,4001.74,4190.567143,4161.707,-2.101936071,2452.51001,2436.521484,2442.742065,0.994077996,1,11.57601116
