Date,Open,High,Low,Close,Volume,Market Cap,pcnt_change,3_day_volume_avg,7_day_volume_avg,10_day_volume_avg,20_day_volume_avg,3_day_close_avg,7_day_close_avg,10_day_close_avg,20_day_close_avg,bitcoin_close,7_day_btcn_avg,10_day_btcn_avg,btcn_pcnt_chng,sp500_close,7_day_sp500_avg,10_day_sp500_avg,sp500_pcnt_chng,increase_flag,tomorrow_percent_change
20170821,38.04,38.28,34.15,35.3,85955000,1902060000,-7.567426028,113391733.3,167786314.3,214463520,179127635,37.82,40.86,41.67,30.18,4087.66,4236.765714,4126.595,-2.528554737,2428.370117,2438.25007,2441.623071,0.116265092,1,1.558073654
20170820,39.63,40.65,38.16,38.19,85862200,1981640000,-4.453340005,154688400,204607742.9,244075020,175756280,39,42.59,41.49,28.81,4193.7,4234.708571,4055.957,0.795073811,2425.550049,2443.602923,2442.918066,0,0,-7.567426028
20170819,38.86,42.22,35.4,39.97,168358000,1943180000,2.882882883,189871000,256435142.9,271501300,172006000,39.84,43.8,41.29,27.26,4160.62,4190.567143,3970.834,-3.949266914,2425.550049,2445.855783,2444.184058,0,0,-4.453340005
20170818,40.85,41.16,31.32,38.85,209845000,2042450000,-4.521995576,190509333.3,257780000,266345000,164038402,41.69,43.32,39.47,25.62,4331.69,4117.71,3896.766,-1.026817437,2425.550049,2448.108642,2449.031055,-0.183536734,1,2.882882883
20170817,45.72,46.34,38.91,40.69,191410000,2286130000,-10.64997804,208161333.3,282383571.4,257819400,154072072,44.57,42.56,37.41,24.04,4376.63,3981.937143,3801.491,4.655745075,2430.01001,2450.361502,2453.968042,-1.54369519,0,-4.521995576
20170816,46.98,51.24,44.69,45.54,170273000,2349050000,-4.106127606,258926333.3,306485714.3,255329800,145287862,46.82,41.91,35.21,22.36,4181.93,3834.2,3685.222,-3.310883141,2468.110107,2451.532924,2459.058032,0.142010292,0,-10.64997804
20170815,47.5,47.99,39.52,47.49,262801000,2375010000,0.126502214,351720000,298846000,246447580,137536767,47.19,38.52,32.18,20.47,4325.13,3725.344286,3592.32,6.183499212,2464.610107,2452.377197,2459.930029,-0.04988081,0,-4.106127606
20170814,47.63,52.02,44.79,47.43,343705000,2381360000,1.672025723,323377000,279101428.6,228435520,125234997,43.56,34.34,28.83,18.45,4073.26,3590.174286,3449.396,4.853644159,2465.840088,2453.850028,2461.152026,1.004375474,1,0.126502214
20170813,36.86,52.63,35.32,46.65,448654000,1843040000,27.42420104,336165333.3,253788428.6,199693570,109023767,38.92,30.23,25.13,16.45,3884.71,3467.414286,3322.543,6.412335439,2441.320068,2456.00286,2462.251025,0,1,1.672025723
20170812,33.16,37.37,30.45,36.61,177772000,1657810000,9.28358209,306655666.7,201330828.6,159813050,87655252,35.43,25.74,21.53,14.54,3650.62,3377.157143,3205.139,7.965622486,2441.320068,2461.075718,2465.33501,0,1,27.42420104
20170811,36.32,39.13,27.58,33.5,382070000,1815780000,-7.407407407,286330000,187746314.3,143791750,80262407,30.48,22.52,18.68,13.14,3381.28,3269.338571,3111.903,1.161117377,2441.320068,2466.148577,2468.96001,0.12755698,1,9.28358209
20170810,21.68,38.44,21.36,36.18,360125000,1084180000,66.34482759,200503000,141205671.4,107437540,62803447,25.4,19.22,16.12,11.9,3342.47,3186.974286,3061.309,-2.265244419,2438.209961,2471.221436,2472.463013,-1.447444188,0,-7.407407407
20170809,18.34,21.94,17.46,21.75,116795000,917009000,19.04761905,135966000,96880500,72510700,45862097,19.57,15.58,13.23,10.46,3419.94,3096.717143,3002.78,1.213398285,2474.02002,2476.071429,2475.672022,-0.036360853,1,66.34482759
20170808,18.73,19.34,15.59,18.27,124589000,936705000,-2.194860814,124184600,82703928.57,61731803,41296152,17.39,13.63,11.77,9.73,3378.94,2996.477143,2933.431,5.133885511,2474.919922,2476.578578,2475.480029,-0.241443269,1,19.04761905
20170807,15.2,20.24,14.36,18.68,166514000,759959000,22.8139382,110215066.7,67552342.86,50324743,35779477,15.97,12.14,10.67,9.11,3213.94,2924.534286,2876.438,-1.198004249,2480.909912,2476.782889,2475.198047,0.16471998,0,-2.194860814
20170806,14.17,16.19,13.42,15.21,81450800,708471000,8.487874465,73472233.33,45315571.43,35245923,28358862,13.22,10.52,9.51,8.48,3252.91,2859.282857,2822.222,12.32850695,2476.830078,2475.267194,2474.317066,0,1,22.8139382
20170805,10.39,14.95,10.24,14.02,82680400,519506000,34.41994247,62938233.33,34966318.57,28625953,25036972,11.71,9.37,8.76,8.01,2895.89,2784.074286,2749.876,3.250223729,2476.830078,2474.591483,2474.17605,0,1,8.487874465
20170804,10.84,11.22,9.97,10.43,56285500,541832000,-2.249297095,41231100,24657461.43,22034473,21377873,9.74,8.4,8.08,7.56,2804.73,2771.662857,2717.935,3.469990814,2476.830078,2473.915772,2474.27605,0.188910352,1,34.41994247
20170803,8.19,10.7,8.06,10.67,49848800,409434000,31.56596794,28645233.33,18863218.57,18353963,19128308,8.88,7.92,7.77,7.29,2710.67,2752.67,2712.948,-0.279222738,2472.159912,2473.24006,2474.30603,-0.218365409,0,-2.249297095
20170802,7.85,8.3,7.71,8.11,17559000,392732000,3.180661578,15647833.33,13920690,15497453,17253418,7.77,7.5,7.55,7.03,2718.26,2726.781429,2714.921,-5.463006114,2477.570068,2473.705776,2474.08103,0.049264843,1,31.56596794
20170801,7.36,8.2,6.96,7.86,18527900,368123000,7.230559345,12796843.33,13807347.14,16733063,17266668,7.45,7.37,7.6,6.94,2875.34,2706.527143,2724.107,4.285538122,2476.350098,2473.74292,2473.578028,0.244911504,1,3.180661578
20170731,7.16,7.43,7.02,7.33,10856600,358222000,2.517482517,10127010,13943418.57,18169353,17507138,7.25,7.3,7.67,6.88,2757.18,2689.315714,2703.349,1.127106677,2470.300049,2473.854318,2473.197022,-0.072814568,1,7.230559345
20170730,7.27,7.3,6.94,7.15,9006030,363345000,-1.515151515,11750076.67,15433004.29,19213493,17973453,7.17,7.46,7.68,6.78,2726.45,2685.49,2709.391,-2.93911378,2472.100098,2473.798584,2473.421021,0,1,2.517482517
20170729,7.09,7.46,6.76,7.26,10518400,354258000,2.3977433,13831766.67,18420014.29,20860500,18092916,7.36,7.66,7.69,6.73,2809.01,2697.442857,2664.089,5.13627619,2472.100098,2473.861433,2473.556006,0,0,-1.515151515
20170728,7.75,7.88,6.93,7.09,15725800,387410000,-8.160621762,15914166.67,21616071.43,21234210,18088121,7.33,7.85,7.55,6.71,2671.78,2677.264286,2615.076,5.626914942,2472.100098,2473.924282,2473.729004,-0.134111549,1,2.3977433
20170727,7.22,7.94,7.13,7.72,15251100,360772000,7.670850767,17165700,22412100,21471800,18508756,7.41,7.9,7.44,6.73,2529.45,2698.095714,2570.739,-1.825358629,2475.419922,2473.98713,2472.580005,-0.097268817,0,-8.160621762
20170726,7.33,7.59,6.58,7.17,16765600,366562000,-2.448979592,19176566.67,23872814.29,21447990,18566676,7.66,7.83,7.25,6.68,2576.48,2661.521429,2510.776,-6.475102183,2477.830078,2473.705706,2470.952002,0.028266382,1,7.670850767
20170725,8.48,8.48,6.88,7.35,19480400,423876000,-13.12056738,23559733.33,23514228.57,20721272,18625021,8.13,7.64,7.03,6.71,2754.86,2624.721429,2453.014,0.895839437,2477.129883,2473.134277,2469.095996,0.29231718,0,-2.448979592
20170724,8.61,8.81,8.19,8.46,21283700,430471000,-1.283547258,28029866.67,23317271.43,19902652,19119406,8.55,7.45,6.8,6.75,2730.4,2549.514286,2400.862,-2.836889528,2469.909912,2470.774309,2467.31001,-0.106373485,0,-13.12056738
20170723,8.64,8.93,7.76,8.57,29915100,431881000,-0.580046404,28034633.33,22421457.14,19009382,18844301,8.2,7.07,6.51,6.71,2810.12,2435.145714,2363.612,5.336312112,2472.540039,2469.235735,2466.246021,0,0,-1.283547258
20170722,7.39,9.12,7.31,8.62,32890800,369727000,16.17250674,26554966.67,19504788.57,17800272,18789566,7.75,6.57,6.28,6.69,2667.76,2319.251429,2322.484,-5.318001136,2472.540039,2467.340018,2463.775025,0,0,-0.580046404
20170721,7.24,7.97,7.03,7.42,21298000,361826000,2.912621359,20343200,16419560,16844922,19518961,6.84,6.05,6.08,6.67,2817.6,2257.191429,2289.487,23.93607896,2472.540039,2465.444301,2460.846021,-0.03678716,1,16.17250674
20170720,5.89,7.47,5.89,7.21,25476100,294317000,22.61904762,19277766.67,15141417.14,16733412,20110481,6.37,5.78,5.88,6.69,2273.43,2191.52,2244.983,-1.95999793,2473.449951,2463.548584,2456.14502,-0.01536593,1,2.912621359
20170719,6.04,6.23,5.65,5.88,14255500,301935000,-2.325581395,15790066.67,14048260,15325332,21004451,5.89,5.65,5.76,6.77,2318.88,2209.435714,2269.484,4.059845361,2473.830078,2459.888602,2451.543018,0.537263948,1,22.61904762
20170718,5.77,6.29,5.51,6.02,18101700,288470000,4.332755633,14204373.33,15345660,14942032,24144176,5.61,5.76,5.87,6.96,2228.41,2212.137143,2294.73,15.47242748,2460.610107,2455.52002,2446.678003,0.0597857,0,-2.325581395
20170717,5.06,5.85,5.03,5.77,15013000,253054000,14.48412698,11935206.67,15642974.29,15545712,26888206,5.28,5.67,6.01,7.08,1929.82,2232.73,2323.755,-3.453968762,2459.139893,2450.50858,2443.134986,-0.005291286,1,4.332755633
20170716,5.03,5.27,4.83,5.04,9498420,251399000,0.198807157,11047873.33,15126160,15685362,29689041,5.2,5.71,6.11,7.14,1998.86,2316.818571,2391.629,-10.49907314,2459.27002,2445.978586,2439.73899,0,1,14.48412698
20170715,5.55,5.55,4.98,5.03,11294200,277400000,-9.205776173,13823066.67,15258171.43,16528770,30594915,5.62,5.97,6.39,7.16,2233.34,2398.601429,2451.942,-5.28266678,2459.27002,2441.108573,2434.786988,0,1,0.198807157
20170714,6.27,6.29,5.42,5.54,12351000,313433000,-11.92368839,17837433.33,17093071.43,18336160,31274750,6.15,6.32,6.69,7.21,2357.9,2439.361429,2488.772,-1.706658218,2459.27002,2436.23856,2432.113989,0.467350332,0,-9.205776173
20170713,6.68,6.95,5.91,6.29,17824000,334240000,-5.128205128,20448066.67,17672857.14,18679220,32325175,6.11,6.5,6.91,7.24,2398.84,2475.17,2509.388,2.61144072,2447.830078,2431.368548,2429.087988,0.187458426,0,-11.92368839
20170712,5.31,6.69,5.07,6.63,23337300,265564000,22.77777778,18305166.67,17688357.14,19778860,34785640,6.02,6.72,7.11,7.27,2337.79,2504.191429,2520.151,-1.465505614,2443.25,2425.928537,2427.205982,0.730560776,0,-5.128205128
20170711,5.93,6.11,4.83,5.4,20182900,296309000,-10.44776119,14000233.33,18549900,22193000,39381225,6.11,6.92,7.25,7.29,2372.56,2541.884286,2529.827,-5.792474707,2425.530029,2424.398542,2425.221973,-0.078268088,1,22.77777778
20170710,6.91,6.96,5.58,6.03,11395300,345719000,-12.60869565,15318766.67,17921142.86,23487550,42790800,6.79,7.26,7.51,7.52,2518.44,2569.241429,2540.655,-2.057293085,2427.429932,2424.895682,2425.009961,0.092776621,0,-10.44776119
20170709,7.4,7.62,6.87,6.9,10422500,370072000,-7.382550336,16990166.67,20410442.86,26683570,48554085,7.04,7.57,7.78,7.62,2571.34,2567.531429,2542.743,2.091588384,2425.179932,2425.121408,2424.607959,0,0,-12.60869565
20170708,6.79,7.63,5.91,7.45,24138500,339382000,10.04431315,19493500,25704185.71,33346320,62100010,7.35,7.74,8.06,7.86,2518.66,2547.99,2543.088,-3.446345877,2425.179932,2424.868548,2424.059961,0,0,-7.382550336
20170707,7.83,7.89,6.74,6.77,16409500,391569000,-13.64795918,21236700,26988457.14,38230700,63962135,7.55,7.81,8.16,7.75,2608.56,2542.587143,2546.467,0.252499049,2425.179932,2424.615688,2425.610962,0.640312564,1,10.04431315
20170706,7.98,8.34,7.69,7.84,17932500,399093000,-2.366127024,21027400,30837885.71,43692720,67271710,7.88,8.09,8.16,7.6,2601.99,2532.695714,2533.456,0.013453053,2409.75,2424.362828,2425.030957,-0.93688238,0,-13.64795918
20170705,7.77,8.66,7.23,8.03,29368100,388453000,3.213367609,24656700,39283242.86,44661060,68664195,8.01,8.37,7.93,7.35,2601.64,2528.81,2532.198,1.46564433,2432.540039,2425.784249,2427.962964,0.14532789,0,-2.366127024
20170704,8.22,8.49,7.77,7.78,15781600,410831000,-5.352798054,30693566.67,45513842.86,44213340,67673337,8.03,8.42,7.72,7.04,2564.06,2521.782857,2532.906,2.297653672,2429.01001,2426.948521,2428.538965,0,1,3.213367609
20170703,8.06,8.48,7.52,8.22,28820400,402786000,1.481481481,36475833.33,53406428.57,45971130,67409117,8.09,8.28,7.58,6.74,2506.47,2509.552857,2550.991,2.954139369,2429.01001,2425.572789,2429.467969,0.231083399,0,-5.352798054
20170702,7.96,8.51,6.75,8.1,47478700,397988000,1.886792453,41320866.67,53234357.14,49792420,66490922,8.26,7.9,7.44,6.42,2434.55,2521.401429,2570.885,-1.86590026,2423.409912,2427.00994,2430.396973,0,1,1.481481481
20170701,8.77,9.24,7.74,7.95,33128400,438293000,-8.934707904,51177966.67,50007528.57,56569450,64491612,8.82,7.59,7.32,6.09,2480.84,2546.282857,2596.34,-2.30297875,2423.409912,2429.137102,2431.505981,0,1,1.886792453
20170630,9.72,10,8.6,8.73,43355500,485988000,-10.64483112,64462600,50040542.86,62094050,63159162,8.96,7.36,7.54,5.77,2539.32,2584.007143,2620.435,-1.377588075,2423.409912,2431.264265,2432.726001,0.153323184,0,-8.934707904
20170629,8.34,10.07,7.91,9.77,77050000,416970000,16.58711217,73687333.33,53423085.71,70424600,61856152,8.33,7.09,7.47,5.42,2574.79,2607.734286,2625.463,0.875237517,2419.699951,2433.391427,2434.088013,-0.860002315,0,-10.64483112
20170628,6.96,8.69,6.49,8.38,72982300,347826000,22.69399707,57209300,58880085.71,90853700,58490053,6.91,6.68,7.66,5.01,2552.45,2624.064286,2622.813,2.985737053,2440.689941,2435.50572,2437.464014,0.880806613,1,16.58711217
20170627,5.35,7.26,5.09,6.83,71029700,267538000,23.50813743,41178833.33,61078957.14,89693570,55196853,6.1,6.93,7.35,4.66,2478.45,2648.255714,2633.156,-4.285146037,2419.379883,2434.780029,2436.71001,-0.807282466,1,22.69399707
20170626,5.95,6.22,4.42,5.53,27615900,297587000,-7.058823529,28622100,69026285.71,90850700,51795093,5.93,7.1,7.05,4.38,2589.41,2664.134286,2637.167,-0.740209758,2439.070068,2437.301479,2438.087012,0.031580158,1,23.50813743
20170625,6.29,6.46,5.66,5.95,24890900,314543000,-5.555555556,41761233.33,105272728.6,92667330,50676007,6.36,7.99,6.77,4.17,2608.72,2658.26,2624.684,-4.961547009,2438.300049,2439.357178,2437.494995,0,0,-7.058823529
20170624,6.87,7.11,6.25,6.3,33359500,343738000,-7.894736842,71880600,110485600,91133334,49625308,6.69,7.89,6.35,3.94,2744.91,2664.997143,2614.449,1.46003748,2438.300049,2438.621442,2436.910986,0,0,-5.555555556
20170623,6.92,7.43,5.78,6.84,67033300,346025000,-1.44092219,90218900,117520100,88847104,48085944,7.98,7.52,5.9,3.69,2705.41,2632.661429,2611.66,0.606522628,2438.300049,2437.885707,2436.872974,0.156091559,0,-7.894736842
20170622,10.16,10.51,6.9,6.94,115249000,507921000,-31.62561576,110094800,114484228.6,83189424,44936766,8.36,6.94,5.39,3.41,2689.1,2598.257143,2607.082,-1.20104784,2434.5,2437.149972,2437.077978,-0.04557819,0,-1.44092219
20170621,8.04,10.21,7.81,10.15,88374400,401956000,26.875,165458800,99384505.71,72413773,39532210,9.96,6.21,4.85,3.13,2721.79,2572.152857,2633.983,5.104649367,2435.610107,2436.858538,2436.566968,-0.058264444,0,-31.62561576
20170620,11.79,11.79,7.87,8,126661000,589390000,-31.74061433,156461000,88259191.43,64224274,35516586,8.33,5,4,2.68,2589.6,2571.471429,2656.575,1.621087082,2437.030029,2437.188511,2436.182959,-0.669663751,1,26.875
20170619,5.46,11.81,5.46,11.72,281341000,273011000,122.8136882,141774333.3,71658548.57,53287704,29333587,6.91,4.12,3.37,2.33,2548.29,2581.475714,2679.996,-4.051011341,2453.459961,2437.662807,2435.656958,0.834722883,0,-31.74061433
20170618,3.79,5.26,3.47,5.26,61381000,189717000,39.89361702,63254733.33,32537332.86,26126406,15536223,3.93,2.66,2.35,1.8,2655.88,2640.021429,2705.729,5.452321962,2433.149902,2434.224226,2433.487964,0,1,122.8136882
