date,open,high,low,close,volume,market_cap,3_day_vol_avg,7_day_vol_avg,14_day_vol_avg,20_day_vol_avg,3_day_close_avg,7_day_close_avg,14_day_close_avg,20_day_close_avg,high_minus_low,open_to_close,sp500_close,sp500_volume,sp500_increased_since_yesterday,sp500_close_increases_tomorrow,increase_flag,percent_change
17392,298.03,306.81,296.41,300.1,864391000,28008700000,1115137000,1359542429,1184531429,1012349450,302.92,300.9014286,270.6214286,249.8865,10.4,-2.07,2464.610107,2913100000,0,1,0,-3.43
17391,310.37,310.82,289.31,298.06,1369370000,29161100000,1144865333,1369733286,1163461643,1023917900,305.84,296.4842857,263.7478571,245.217,21.51,12.31,2465.840088,2822550000,1,0,1,0.68
17390,308.71,317.56,307.9,310.6,1111650000,28998700000,1047348667,1385963286,1108237643,977033950,305.1166667,291.2714286,256.5992857,241.5495,9.66,-1.89,2441.320068,3159930000,1,1,0,-4.04
17389,294.5,309.21,294.5,308.86,953576000,27657000000,1556325333,1417584714,1087716571,953932200,300.26,283.5442857,249.1128571,237.317,14.71,-14.36,2441.320068,3159930000,1,1,1,0.56
17388,296.96,306.59,289.93,295.89,1076820000,27882200000,1739270000,1358471429,1059787643,937166400,296.23,271.2885714,240.8457143,233.348,16.66,1.07,2441.320068,3159930000,1,1,1,4.38
17387,297.63,318.72,276.69,296.03,2638580000,27938700000,1692239000,1284242429,1010963571,933631900,287.3266667,261.21,234.305,229.469,42.03,1.6,2438.209961,3621070000,0,1,0,-0.05
17386,269.1,298.91,266.8,296.77,1502410000,25254600000,1307039000,997674714.3,873757285.7,912952900,275.84,250.3414286,227.7278571,226.0305,32.11,-27.67,2474.02002,3308060000,0,0,0,-0.25
17385,261.24,271.96,256.69,269.18,935727000,24511000000,1250569000,1009520429,844710857.1,954271900,262.42,240.3414286,221.295,221.177,15.27,-7.94,2474.919922,3344640000,0,0,1,10.25
17384,256.42,271.05,252.85,261.57,1482980000,24053500000,1118587667,957190000,808708285.7,1042948550,247.05,231.0114286,218.1185714,219.4375,18.2,-5.15,2480.909912,2931780000,1,0,1,2.91
17383,222.85,256.51,221.95,256.51,1333000000,20900000000,810000000,830512000,749182214.3,1052274550,234.9733333,221.9271429,215.5742857,216.03,34.56,-33.66,2476.830078,3235140000,1,1,1,1.97
17382,225.31,227.62,222.06,223.07,539783000,21125600000,576535333.3,757848428.6,698129357.1,1061469050,222.7866667,214.6814286,213.6435714,211.0725,5.56,2.24,2476.830078,3235140000,1,1,1,14.99
17381,220.18,228.29,219.89,225.34,557217000,20640100000,925051000,761103857.1,731439857.1,1075002500,224.02,210.4028571,213.3035714,208.452,8.4,-5.16,2476.830078,3235140000,1,1,0,-1.01
17380,227.01,229.51,218.12,219.95,632606000,21275200000,929116666.7,737684714.3,850567214.3,1084610750,216.8633333,207.4,213.4407143,207.168,11.39,7.06,2472.159912,3645020000,0,1,1,2.45
17379,204.69,227.74,204.69,226.77,1585330000,19179100000,916992666.7,749839857.1,971723214.3,1094404900,209.54,205.1142857,211.9942857,206.657,23.05,-22.08,2477.570068,3478580000,1,0,0,-3.01
17378,197.41,203.87,193.41,203.87,569414000,18492000000,663334333.3,679901285.7,1052003929,1077197900,202.5466667,202.2485714,212.5385714,206.857,10.46,-6.46,2476.350098,3460860000,1,1,1,11.23
17377,206.74,208.54,196.15,197.98,596234000,19360900000,661053333.3,660226571.4,1130581500,1120774700,198.9633333,205.2257143,211.7921429,206.5335,12.39,8.76,2470.300049,3469210000,0,1,1,2.98
17376,193.34,208.68,179.65,205.79,824355000,18101800000,593403000,667852428.6,1196342643,1137823950,201.0766667,209.2214286,208.8907143,207.4025,29.03,-12.45,2472.100098,3294770000,1,0,0,-3.80
17375,204.32,204.9,192.3,193.12,562571000,19125100000,557848666.7,638410285.7,1195349571,1121862100,200.4633333,212.6057143,206.3814286,209.22,12.6,11.2,2472.100098,3294770000,1,1,1,6.56
17374,204.86,206.44,201.26,204.32,393283000,19169800000,735578333.3,701775857.1,1208693214,1131481450,204.9933333,216.2042857,206.8485714,212.149,5.18,0.54,2472.100098,3294770000,0,1,0,-5.48
17373,207.09,210.77,194.78,203.95,717692000,19373400000,748381000,963449714.3,1239779357,1146179900,211.79,219.4814286,207.235,214.2325,15.99,3.14,2475.419922,3995520000,0,0,1,0.18
17372,224.37,225.32,195.84,206.71,1095760000,20985200000,725688666.7,1193606571,1277172071,1141449300,219.1233333,218.8742857,209.1507143,217.5625,29.48,17.66,2477.830078,3557020000,1,0,0,-1.34
17371,226.28,227.54,222.45,224.71,431691000,21158500000,566522000,1424106571,1301828500,1126174100,226.7133333,222.8285714,208.4857143,220.6655,5.09,1.57,2477.129883,4108060000,1,1,0,-8.01
17370,229.12,231.68,217.72,225.95,649615000,21418300000,758001666.7,1600936429,1337937643,1138974100,224.58,218.3585714,207.8178571,223.095,13.96,3.17,2469.909912,3010240000,0,1,0,-0.55
17369,217.86,232.7,216.87,229.48,618260000,20360100000,1283130000,1724832857,1327616429,1149063750,225.0166667,208.56,208.9742857,225.9425,15.83,-11.62,2472.540039,3059570000,1,0,0,-1.54
17368,226.06,235.12,213.01,218.31,1006130000,21121100000,1853306667,1752288857,1337380571,1174317250,215.09,200.1571429,210.5614286,228.868,22.11,7.75,2472.540039,3059570000,1,1,1,5.12
17367,205.42,233.9,203.22,227.26,2225000000,19187800000,2421016667,1715610571,1314603571,1178470750,220.45,197.4928571,212.5385714,231.6825,30.68,-21.84,2472.540039,3059570000,0,1,0,-3.94
17366,234.94,245.65,191.75,199.7,2328790000,21939300000,2235850000,1516109000,1200180714,1117810750,209.17,194.9885714,215.6307143,235.0655,53.9,35.24,2473.449951,3182780000,0,0,1,13.80
