date,open,high,low,close,volume,market_cap,3_day_vol_avg,7_day_vol_avg,14_day_vol_avg,20_day_vol_avg,3_day_close_avg,7_day_close_avg,14_day_close_avg,20_day_close_avg,high_minus_low,open_to_close,sp500_close,sp500_volume,sp500_increased_since_yesterday,sp500_close_increases_tomorrow,increase_flag,percent_change
17365,195.03,267.99,182.06,234.39,2709260000,18207400000,1965216667,1360737571,1090285429,1076800250,195.0566667,199.4271429,220.5642857,240.2245,85.93,-39.36,2473.830078,3059760000,1,0,0,-14.80
17364,159.99,194.75,158.04,193.42,1669500000,14932700000,1332280667,1179550429,945887642.9,1044164750,173.8133333,194.1428571,223.3435714,244.9015,36.71,-33.43,2460.610107,2962130000,1,1,1,21.18
17363,169.57,172.01,133.72,157.36,1516890000,15823100000,1025574667,1074938857,887452500,1059383250,175.8933333,197.2771429,229.735,249.885,38.29,12.21,2459.139893,2793170000,0,1,1,22.92
17362,199.71,200.16,170.66,170.66,810452000,18630200000,796107666.7,930400000,859341071.4,1087629250,193.35,209.3885714,239.0657143,255.6515,29.5,29.05,2459.27002,2736640000,1,0,0,-7.79
17361,209.53,211.1,187.37,199.66,749382000,19541300000,939687000,922472285.7,879251642.9,1106450650,213.3866667,220.9657143,246.49,262.281,23.73,9.87,2459.27002,2736640000,1,1,0,-14.52
17360,231.81,231.81,200.06,209.73,828489000,21613900000,1170209667,913596571.4,897995785.7,1102660800,212.6333333,227.5842857,253.2942857,268.483,31.75,22.08,2459.27002,2736640000,1,1,0,-4.80
17359,197.15,230.77,189.59,230.77,1241190000,18377600000,1206453000,884252428.6,946573714.3,1090896700,214.51,236.2728571,259.9478571,275.0835,41.18,-33.62,2447.830078,3067670000,1,1,0,-9.12
17358,211.53,220.29,183.39,197.4,1440950000,19712300000,961095666.7,819833285.7,1004813714,1075125550,218.3,241.7014286,266.8878571,280.3635,36.9,14.13,2443.25,3171620000,1,1,1,16.90
17357,243.01,243.07,196.97,215.36,937219000,22640500000,732431666.7,712224857.1,1042879429,1074084550,236.4,252.5442857,273.7228571,287.337,46.1,27.65,2425.530029,3106750000,0,1,0,-8.34
17356,251.82,255.1,242.14,242.14,505118000,23454700000,649109333.3,699966142.9,1124635929,1078243100,246.61,262.1928571,277.8178571,294.519,12.96,9.68,2427.429932,2999130000,1,0,0,-11.06
17355,245.89,273.48,236.55,251.7,754958000,22890700000,688430000,788282142.9,1173333214,1087245800,256.08,268.7428571,282.1828571,300.915,36.93,-5.81,2425.179932,2901330000,1,1,0,-3.80
17354,270.35,273.94,244.17,245.99,687252000,25160800000,700196000,836031000,1167520857,1094733050,261.77,272.0142857,287.3257143,306.903,29.77,24.36,2425.179932,2901330000,1,1,1,2.32
17353,268.86,278.48,265.51,270.55,623080000,25019500000,700342333.3,882395000,1160803357,1105603100,270.8733333,279.0042857,294.165,313.574,12.97,-1.69,2425.179932,2901330000,1,1,0,-9.08
17352,273.1,275.13,261.45,268.77,790256000,25406900000,776451666.7,1008895000,1182423857,1129263100,274.99,283.6228571,298.8664286,318.558,13.68,4.33,2409.75,3364520000,0,1,1,0.66
17351,282.19,287.39,273.11,273.3,687691000,26245000000,887476333.3,1189794143,1227414857,1212922800,281.3966667,292.0742857,303.7307143,323.216,14.28,8.89,2432.540039,3367220000,1,0,0,-1.66
17350,288.41,291.1,281.18,282.9,851408000,26815900000,1021312667,1373534000,1251179071,1242167250,281.83,294.9014286,309.8521429,327.5035,9.92,5.51,2429.01001,1962290000,1,1,0,-3.39
17349,275.12,295.51,262.52,287.99,1123330000,25572800000,1074776667,1549305714,1239305071,1285465850,285.8366667,293.4428571,316.0778571,333.2355,32.99,-12.87,2429.01001,1962290000,1,1,0,-1.77
17348,293.35,293.75,268.62,274.6,1089200000,27259400000,1203193333,1558384286,1223688857,1373431850,290.8,295.6228571,322.04,338.9105,25.13,18.75,2423.409912,3361590000,1,1,1,4.88
17347,303.15,315.17,288.44,294.92,1011800000,28161900000,1525643333,1499010714,1210506929,1387632850,308.5766667,302.6371429,329.5264286,342.211,26.73,8.23,2423.409912,3361590000,1,1,0,-6.89
17346,328.37,330.71,297.37,302.88,1508580000,30495300000,1846333333,1439211714,1216541214,1417624350,307.9666667,309.3257143,334.9057143,344.3485,33.34,25.49,2423.409912,3361590000,1,1,0,-2.63
17345,293.04,333.1,276.41,327.93,2056550000,27207000000,2037410000,1355952714,1284746214,1370094650,297.9033333,314.11,339.1235714,343.2915,56.69,-34.89,2419.699951,3900280000,0,1,0,-7.64
17344,272.69,293.09,227.14,293.09,1973870000,25309700000,1747520000,1265035571,1228748357,1286541850,289.6766667,315.3871429,341.3464286,339.9785,65.95,-20.4,2440.689941,3500800000,1,0,1,11.89
17343,302.95,311.46,238.65,272.69,2081810000,28111200000,1314091667,1128824143,1210427643,1210930800,299.88,324.8028571,348.8071429,338.2275,72.81,30.26,2419.379883,3563910000,0,1,1,7.48
17342,323.47,332.79,284.65,303.25,1186880000,30005900000,817890666.7,929304428.6,1267630500,1143917950,322.8966667,338.7128571,358.0071429,337.8165,48.14,20.22,2439.070068,3238970000,1,0,0,-10.08
17341,341.63,343.62,322.09,323.7,673585000,31681300000,730853000,888993428.6,1280940500,1106356950,333.9366667,348.4571429,360.6757143,335.077,21.53,17.93,2438.300049,5278330000,1,1,0,-6.32
17340,336.49,348.01,334.99,341.74,593207000,31195900000,979701333.3,922003142.9,1347943714,1110368700,338.3266667,356.4157143,361.6735714,331.1585,13.02,-5.25,2438.300049,5278330000,1,1,0,-5.28
17339,337.73,342.03,330.62,336.37,925767000,31302600000,1122095667,993870714.3,1345427929,1102103150,344.08,360.4857143,357.3878571,325.2905,11.41,1.36,2438.300049,5278330000,1,1,1,1.60
17338,359.54,361.34,319.48,336.87,1420130000,33310500000,1041897333,1213539714,1306837000,1079291400,355.31,364.1371429,352.0521429,319.661,41.86,22.67,2434.5,3468210000,0,1,0,-0.15
17337,370.33,377.97,350.94,359,1020390000,34304000000,870088333.3,1192461143,1238374071,1048931100,366.84,367.3057143,346.4235714,313.9295,27.03,11.33,2435.610107,3594820000,0,0,0,-6.16
17336,371.86,377.12,369.76,370.06,685172000,34435700000,831509333.3,1292031143,1218457143,1061491600,373.6433333,372.8114286,339.6714286,307.513,7.36,1.8,2437.030029,3416510000,0,0,0,-2.99
17335,379.52,390.58,368.84,371.46,904703000,35133800000,968545333.3,1605956571,1200634857,1106566500,373.7,377.3014286,330.9857143,300.6055,21.74,8.06,2453.459961,3264700000,1,0,0,-0.38
17334,369.88,379.41,364,379.41,904653000,34231300000,1488127667,1672887571,1189857500,1097272750,370.5233333,372.8942857,321.9764286,291.778,15.41,-9.53,2433.149902,5284720000,1,1,0,-2.10
17333,361.18,373.06,341.42,370.23,1096280000,33415800000,1610770000,1773884286,1155803429,1087938650,363.7366667,366.9314286,310.9028571,281.333,31.64,-9.05,2433.149902,5284720000,1,1,1,2.48
17332,358.51,364.44,300.7,361.93,2463450000,33158200000,1817803333,1696985143,1111035714,1093977650,372.84,354.29,300.4421429,270.7095,63.74,-3.42,2433.149902,5284720000,1,1,1,2.29
17331,397.59,399.32,342.21,359.05,1272580000,36761600000,1957536667,1400134286,993141000,1010428050,386.0266667,339.9671429,290.4642857,260.633,57.11,38.54,2432.459961,3353050000,0,1,1,0.80
17330,395.69,411.18,370.06,397.54,1717380000,36574500000,1991083333,1284287000,993071000,993980900,379.88,325.5414286,281.2942857,251.403,41.12,-1.85,2437.919922,3555590000,0,0,0,-9.68
17329,341.16,414.76,341.16,401.49,2882650000,31525300000,1955833333,1144883143,983734571.4,936162600,359.9233333,306.5314286,269.4635714,241.0285,73.6,-60.33,2440.350098,3275500000,1,0,0,-0.98
17328,338.79,353.01,318.17,340.61,1373220000,31296800000,1180945333,795313142.9,829175857.1,818565550,320.0066667,284.67,254.7078571,230.0515,34.84,-1.82,2429.389893,4027750000,0,1,1,17.87
17327,282.01,350.26,282.01,337.67,1611630000,26043700000,851703333.3,706827428.6,782372357.1,809350050,293.6933333,271.0585714,242.5578571,221.734,68.25,-55.66,2431.77002,4027340000,1,0,1,0.87
17326,261.75,282.76,261.75,281.74,557986000,24165000000,468376333.3,537722571.4,754188785.7,757286600,267.16,254.8742857,229.7071429,212.7475,21.01,-19.99,2431.77002,4027340000,1,1,1,19.85
17325,257.99,262.25,253.97,261.67,385494000,23810900000,529565333.3,525086285.7,770936785.7,745960050,261.4033333,246.5942857,221.04,204.9865,8.28,-3.68,2431.77002,4027340000,0,1,1,7.67
17324,264.26,264.67,254.04,258.07,461649000,24382200000,546287333.3,586147714.3,810804142.9,758032600,257,240.9614286,214.81,198.3795,10.63,6.19,2433.790039,3728860000,1,0,1,1.39
17323,248.6,267.51,246.84,264.47,741553000,22930400000,643677666.7,701855000,817901642.9,744762000,252.7533333,237.0471429,209.9514286,190.3215,20.67,-15.87,2433.139893,3572300000,1,1,0,-2.42
17322,245.26,249.47,243.05,248.46,435660000,22615800000,539125333.3,822586000,802841357.1,716835900,239.39,232.3957143,204.0571429,181.591,6.42,-3.2,2429.330078,3357840000,0,1,1,6.44
17321,224.12,250.41,223.98,245.33,753820000,20659800000,550416000,863038571.4,856644928.6,702667150,231.1633333,224.7457143,198.7571429,173.64,26.43,-21.21,2436.100098,2912600000,0,0,1,1.28
17320,223.46,225.97,219.42,224.38,427896000,20593500000,570117333.3,857917285.7,843540714.3,673526100,223.4666667,214.0571429,192.515,165.994,6.55,-0.92,2439.070068,3461680000,1,0,1,9.34
17319,222.29,229.41,219.58,223.78,469532000,20479000000,851352000,970655000,836652071.4,655433630,225.5633333,204.54,185.525,159.3145,9.83,-1.49,2439.070068,3461680000,1,1,1,0.27
17318,230.89,236.22,214.48,222.24,812924000,21264800000,1223731333,1016787286,847895857.1,636394140,228.2733333,195.4857143,178.7928571,152.6675,21.74,8.65,2439.070068,3461680000,1,1,1,0.69
17317,231.58,236.97,215.57,230.67,1271600000,21321900000,1192366000,1035460571,803846785.7,603039190,219.1633333,188.6585714,169.8407143,145.9885,21.4,0.91,2430.060059,3857140000,1,1,0,-3.65
17316,195.61,233.71,189.29,231.91,1586670000,18004700000,1007823000,933948285.7,726091857.1,546095290,199.11,182.8557143,159.7828571,138.949,44.42,-36.3,2411.800049,4516110000,0,1,0,-0.53
17315,170.13,197.13,164.53,194.91,718828000,15654600000,884619666.7,783096714.3,623635785.7,474041890,174.3933333,175.7185714,149.6064286,131.8295,32.6,-24.78,2412.909912,3203160000,0,0,1,18.98
17314,158.82,179.94,157.6,170.51,717971000,14608600000,909163000,850251285.7,584505142.9,456272190,162.89,172.7685714,142.285,126.642,22.34,-11.69,2415.820068,2805040000,1,0,1,14.31
17313,159.82,166.95,120.44,157.76,1217060000,14696000000,984385000,829164142.9,537939114.3,431940840,164.2033333,170.9728571,136.5907143,122.6875,46.51,2.06,2415.820068,2805040000,1,1,1,8.08
17312,175.22,193.69,150.28,160.4,792458000,16107000000,765703000,702649142.9,457344985.7,380252590,174.9666667,166.51,131.8107143,119.5,43.41,14.82,2415.820068,2805040000,1,1,0,-1.65
17311,189.85,210.98,170.51,174.45,943637000,17446600000,678453333.3,679004428.6,411156914.3,348202790,182.15,162.1,126.6864286,116.3705,40.47,15.4,2415.820068,2805040000,1,1,0,-8.05
17310,182.65,228.37,182.45,190.05,561014000,16779700000,760211000,572233000,353234414.3,317617340,182.0866667,151.0228571,120.6457143,112.368,45.92,-7.4,2415.070068,3535390000,1,1,0,-8.21
17309,170.82,183.55,169.93,181.95,530709000,15688000000,763326666.7,518235428.6,323562128.6,307908990,171.3833333,136.71,113.465,107.7145,13.62,-11.13,2404.389893,3389900000,1,1,1,4.45
17308,158.17,201.75,152.47,174.26,1188910000,14522100000,696908666.7,464174857.1,311613914.3,288469640,152.9066667,123.4942857,106.98,102.603,49.28,-16.09,2398.419922,3213570000,1,1,1,4.41
17307,127.54,159.03,125.89,157.94,570361000,11705700000,509587000,318759000,243216342.9,238712790,137.9966667,111.8014286,101.0628571,97.753,33.14,-30.4,2394.02002,3172830000,1,1,1,10.33
17306,129.22,133.64,124.7,126.52,331455000,11856600000,384879000,246714085.7,215568771.4,229036840,117.6533333,102.2085714,96.49642857,93.671,8.94,2.7,2381.72998,3825160000,1,1,1,24.83
17305,97.05,133.56,97.05,129.53,626945000,8902240000,335404333.3,212040828.6,202712128.6,223961340,105.4333333,97.11142857,94.44571429,91.296,36.51,-32.48,2381.72998,3825160000,1,1,0,-2.32
17304,89.84,97.37,89.84,96.91,196237000,8238110000,177184333.3,143309400,181639485.7,200886490,92.07,91.27285714,91.93642857,88.2385,7.53,-7.07,2381.72998,3825160000,1,1,1,33.66
17303,89.25,91.27,84.43,89.86,183031000,8181520000,168771666.7,134235828.6,193825914.3,208401940,90.57,90.26857143,91.94142857,86.901,6.84,-0.61,2365.719971,4319420000,1,1,1,7.85
17302,92.39,93.56,89.12,89.44,152285000,8466470000,129776866.7,128888828.6,190889557.1,211589140,90.88,90.22,91.21714286,85.5165,4.44,2.95,2357.030029,4163000000,0,1,1,0.47
17301,90.78,95.43,86.83,92.41,170999000,8316930000,108595933.3,159052971.4,193852985.7,209219090,91.34666667,90.46571429,90.34714286,83.6805,8.6,-1.63,2400.669922,3420790000,0,0,0,-3.21
17300,90.87,91.25,89.61,90.79,66046600,8322380000,100204600,167673685.7,208556057.1,202582370,90.09666667,90.32428571,89.19642857,81.5545,1.64,0.08,2402.320068,3473600000,1,0,1,1.78
17299,88.69,93.81,86.66,90.84,88742200,8120390000,122429733.3,184423457.1,220263085.7,202059070,89.79333333,90.78428571,88.35571429,79.5165,7.15,-2.15,2390.899902,3305630000,1,1,0,-0.06
17298,89.43,93.12,88.66,88.66,145825000,8184930000,141383000,193383428.6,225742071.4,199433660,89.35333333,91.78,86.75142857,77.399,4.46,0.77,2390.899902,3305630000,1,1,1,2.46
17297,89.77,102.55,88.48,89.88,132722000,8213570000,213919333.3,219969571.4,240079285.7,194010290,90.18666667,92.6,85.43,75.3935,14.07,-0.11,2390.899902,3305630000,0,1,0,-1.36
17296,91.15,92.85,85.29,89.52,145602000,8337180000,246793333.3,253416000,248225928.6,189626605,90.7,93.61428571,83.45071429,73.3105,7.56,1.63,2394.439941,3727420000,0,0,1,0.40
17295,91.23,93.06,80.39,91.16,363434000,8341490000,259357666.7,252890285.7,245317500,186326550,92.19666667,92.21428571,80.82214286,71.318,12.67,0.07,2399.629883,3643530000,1,0,0,-1.80
17294,93.75,95.14,89.51,91.42,231344000,8569060000,188700333.3,228653000,222091114.3,171968900,94.41333333,90.22857143,77.87428571,69.1755,5.63,2.33,2396.919922,3653590000,0,1,0,-0.28
17293,97.87,98.24,89.87,94.01,183295000,8942950000,222228333.3,249438428.6,209536585.7,164339125,95.40666667,88.06857143,74.91785714,67.14,8.37,3.86,2399.379883,3429440000,1,0,0,-2.76
17292,94.91,97.88,90.95,97.81,151462000,8669910000,283412333.3,256102714.3,199032228.6,157375040,96.39666667,85.92714286,71.66642857,64.8545,6.93,-2.9,2399.290039,3540140000,1,1,0,-3.89
17291,96.73,103.23,92.22,94.4,331928000,8833520000,280232333.3,258100714.3,190881914.3,151369130,90.36666667,81.72285714,68.14785714,62.4,11.01,2.33,2399.290039,3540140000,1,1,1,3.61
17290,79.72,97.56,79.43,96.98,366847000,7277480000,234180666.7,260189000,170390507.1,138083120,84.65333333,78.26,64.84928571,60.135,18.13,-17.26,2399.290039,3540140000,1,1,0,-2.66
17289,77.25,80.1,75.76,79.72,141922000,7050050000,237512333.3,243035857.1,149872928.6,124324490,77.76,73.28714286,61.47,57.6645,4.34,-2.47,2389.52002,4362540000,1,1,1,21.65
17288,76.65,79.35,74.38,77.26,193773000,6992980000,266853333.3,237744714.3,145184285.7,125088390,77.52666667,69.43,59.22642857,56.1895,4.97,-0.61,2388.129883,3893990000,0,1,1,3.18
17287,79.32,82.52,73.09,76.3,376842000,7234070000,257411666.7,215529228.6,136968250,119802025,74.56666667,65.52,57.33,54.641,9.43,3.02,2391.169922,3813680000,1,0,1,1.26
17286,68.54,79.02,68.35,79.02,229945000,6248840000,247313000,169634742.9,113194771.4,102875090,72.52,61.76714286,55.33,52.9965,10.67,-10.48,2388.330078,3199240000,1,1,0,-3.44
17285,71.39,71.9,66.78,68.38,165448000,6506490000,252923000,141961742.9,99008971.43,93580915,66.90333333,57.40571429,53.16571429,51.2175,5.12,3.01,2384.199951,3718270000,1,1,1,15.56
17284,62.23,70.85,62.13,70.16,346546000,5669550000,232735000,123663114.3,91920385.71,88065665,61.68333333,54.57285714,51.78857143,49.962,8.72,-7.93,2384.199951,3718270000,1,1,0,-2.54
17283,52.81,62.17,52.29,62.17,246775000,4809630000,129974533.3,80592014.29,73715271.43,74445305,54.92666667,51.43857143,50.175,48.6695,9.88,-9.36,2384.199951,3718270000,0,1,1,12.85
17282,49.91,53.44,49.91,52.72,104884000,4544370000,66243066.67,56710000,67317057.14,66180290,50.88,49.65285714,49.32142857,47.669,3.53,-2.81,2388.77002,4098460000,1,0,1,17.92
17281,50.07,50.3,49.81,49.89,38264600,4557870000,43359733.33,52623857.14,66114321.43,68292090,49.47,49.02285714,48.86214286,47.195,0.49,0.18,2387.449951,4105920000,0,1,1,5.67
17280,48.87,50.18,48.87,50.03,55580600,4446470000,43057400,58407271.43,66117085.71,72365510,49.02333333,49.14,48.39928571,46.9655,1.31,-1.16,2388.610107,3995240000,1,0,0,-0.28
17279,48.59,48.89,48.17,48.49,36234000,4420040000,39546633.33,56754800,65294292.86,77464880,48.42,48.89285714,47.92857143,46.696,0.72,0.1,2374.149902,3690650000,1,1,1,3.18
17278,48.18,48.74,48.17,48.55,37357600,4381290000,54002266.67,56056200,66644935.71,85178830,48.81333333,48.92571429,47.55571429,46.4895,0.57,-0.37,2348.689941,3503360000,1,1,0,-0.12
17277,49.64,49.66,48.14,48.22,45048300,4512610000,66976733.33,60177657.14,69272164.29,90041150,48.73333333,49.00428571,47.25285714,46.4995,1.52,1.42,2348.689941,3503360000,1,1,1,0.68
17276,48.13,49.99,48.13,49.67,79600900,4373800000,78210133.33,66838528.57,71874050,92411830,49.56333333,48.91142857,46.82,46.6235,1.86,-1.54,2348.689941,3503360000,0,1,0,-2.92
17275,50.73,50.95,47.26,48.31,76281000,4608260000,66347600,77924114.29,76696842.86,96002585,49.10666667,48.99,46.36071429,46.642,3.69,2.42,2355.840088,3647420000,1,0,1,2.82
17274,48.32,51.03,48.3,50.71,78748500,4387860000,51368533.33,79604785.71,79800557.14,96532820,49.24333333,48.70142857,46.14571429,46.837,2.73,-2.39,2338.169922,3519900000,0,1,0,-4.73
17273,48.66,48.75,48.05,48.3,44013300,4417310000,47188300,73826900,85430521.43,99845295,48.70666667,47.65857143,45.71214286,46.958,0.7,0.36,2342.189941,3269840000,0,0,1,4.99
17272,49.04,49.14,48.19,48.72,31343800,4450140000,63075333.33,73833785.71,95894785.71,102531895,48.46333333,46.96428571,45.43071429,47.0815,0.95,0.32,2349.01001,2824710000,1,0,0,-0.86
17271,47.65,49.57,47.18,49.1,66207800,4323100000,105027400,77233671.43,103270514.3,106913605,48.96333333,46.18571429,45.43285714,47.129,2.39,-1.45,2328.949951,3143890000,1,1,0,-0.77
17270,49.97,50.05,46.76,47.57,91674400,4531810000,112306700,78366671.43,105145807.1,108946165,48.02666667,45.50142857,45.54714286,47.2,3.29,2.4,2328.949951,3143890000,1,1,1,3.22
17269,46.31,50.91,46.31,50.22,157200000,4198420000,94516333.33,76909571.43,109413064.3,115515395,46.64,44.72857143,45.72357143,47.384,4.6,-3.91,2328.949951,3143890000,1,1,0,-5.28
17268,43.46,47.23,43.11,46.29,88045700,3938930000,56803500,75469571.43,104390614.3,122507695,44.38,43.73142857,45.86571429,47.5285,4.12,-2.83,2328.949951,3143890000,0,1,1,8.49
17267,43.5,44.25,43.3,43.41,38303300,3941100000,45835933.33,79996328.57,108458635.7,123141610,43.37333333,43.59,46.35428571,47.398,0.95,0.09,2344.929932,3196950000,0,0,1,6.63
17266,43.28,44.14,42.42,43.44,44061500,3919520000,57781100,97034142.86,112704492.9,126924045,43.67333333,43.76571429,46.88,47.3445,1.72,-0.16,2353.780029,3117420000,0,0,0,-0.07
17265,44.28,44.49,42.89,43.27,55143000,4009010000,70252166.67,117955785.7,118055671.4,129284240,43.24666667,43.89714286,47.325,47.33,1.6,1.01,2357.159912,2785410000,1,0,1,0.39
17264,41.8,45.21,41.73,44.31,74138800,3783000000,100911166.7,129307357.1,121749671.4,134262140,43.23666667,44.68,47.84285714,47.336,3.48,-2.51,2355.540039,3053150000,1,1,0,-2.35
17263,42.87,44.04,41.65,42.16,81474700,3878210000,116109233.3,131924942.9,132386828.6,142526700,43.56666667,45.59285714,48.33857143,47.3575,2.39,0.71,2355.540039,3053150000,1,1,1,5.10
17262,45.22,45.64,40.9,43.24,147120000,4089930000,141473666.7,141916557.1,147784778.6,151561965,44.39333333,46.71857143,49.12071429,46.9575,4.74,1.98,2355.540039,3053150000,0,1,0,-2.50
17261,44.66,47.84,44.54,45.3,119733000,4037940000,155938000,133311657.1,144470778.6,169082665,44.76666667,48,49.15214286,47.137,3.3,-0.64,2357.48999,3201920000,1,0,0,-4.55
17260,43.92,45.74,41.72,44.64,157568000,3969730000,160895000,136920942.9,144057850,185816915,45.91666667,49.11857143,48.94071429,47.1895,4.02,-0.72,2352.949951,3770520000,0,1,1,1.48
17259,48.82,48.82,43.41,44.36,190513000,4411030000,139192966.7,128374842.9,139321950,186455715,47.93666667,49.99428571,48.83428571,46.7105,5.41,4.46,2360.159912,3206240000,1,0,1,0.63
17258,50.74,51.27,45.43,48.75,134604000,4582700000,126160633.3,118155557.1,136763950,182019915,49.83,50.75285714,48.765,45.925,5.84,1.99,2358.840088,3416400000,0,1,0,-9.01
17257,50.03,51.93,48.88,50.7,92461900,4517510000,110254533.3,114191985.7,144251521.4,188064115,50.98333333,51.00571429,48.47857143,44.917,3.05,-0.67,2362.719971,3354110000,1,0,0,-3.85
17256,51.75,51.77,47.38,50.04,151416000,4671190000,127766566.7,132848714.3,156374242.9,187172465,51.79333333,51.08428571,47.29714286,43.554,4.39,1.71,2362.719971,3354110000,1,1,1,1.32
17255,53.12,53.31,51.87,52.21,86885700,4793280000,109876333.3,153653000,181096957.1,183059170,52.03666667,51.52285714,47.06785714,42.1255,1.44,0.91,2362.719971,3354110000,0,1,0,-4.16
17254,50.57,53.87,50.55,53.13,144998000,4561150000,120573766.7,155629900,207349264.3,183090225,51.19,50.30428571,46.64928571,40.4815,3.32,-2.56,2368.060059,3158420000,1,0,0,-1.73
17253,49.71,50.96,49.15,50.77,97745300,4482160000,107860766.7,151194757.1,209159692.9,177411245,50.32,48.76285714,45.35857143,38.7125,1.81,-1.06,2361.129883,3106940000,1,1,1,4.65
17252,51.31,52.46,48.93,49.67,118978000,4624990000,149632000,150269057.1,209449100,174739210,50.48,47.67428571,43.77857143,37.0065,3.53,1.64,2358.570068,3367780000,1,1,1,2.21
17251,50.77,51.8,49.28,50.52,106859000,4574540000,208988000,155372342.9,219199814.3,170688920,51.62666667,46.77714286,42.27285714,35.4675,2.52,0.25,2341.590088,3240230000,0,1,0,-1.68
17250,53.58,53.58,48.31,51.25,223059000,4825700000,206943000,174311057.1,216897664.3,166967605,49.34666667,45.95142857,40.33857143,33.922,5.27,2.33,2343.97998,2975130000,1,0,0,-1.42
17249,43.64,54.14,43.21,53.11,297046000,3929230000,170574000,179899771.4,205904171.4,157155470,46.37666667,43.51,38.21142857,32.3245,10.93,-9.47,2343.97998,2975130000,1,1,0,-3.50
17248,42.57,44.75,41.3,43.68,100724000,3831310000,101980466.7,208540914.3,190937085.7,143670265,43.05666667,42.61285714,35.79857143,30.6,3.45,-1.11,2343.97998,2975130000,0,1,1,21.59
17247,43.12,43.52,39.69,42.34,113952000,3880120000,119972800,259068628.6,185986685.7,143427235,42.96,42.99428571,33.94642857,29.389,3.83,0.78,2345.959961,3260600000,0,0,1,3.16
17246,43.51,44.26,42.37,43.15,91265400,3913620000,161798800,267124628.6,181011871.4,141910990,43.76,41.95428571,32.11142857,28.2235,1.89,0.36,2348.449951,3572730000,1,0,0,-1.88
17245,44.83,46.23,42.44,43.39,154701000,4031270000,218770333.3,268629142.9,177205214.3,139594095,40.76333333,39.88285714,30.37857143,26.9335,3.79,1.44,2344.02002,4265590000,0,1,0,-0.55
17244,35.53,47,35.34,44.74,239430000,3193600000,333048000,283027285.7,168471764.3,135132990,41.91,37.76857143,28.68,25.555,11.66,-9.21,2373.469971,3054930000,0,0,0,-3.02
17243,46.87,46.87,31.7,34.16,262180000,4211830000,404710666.7,259484271.4,153285071.4,124744840,42.44666667,34.72571429,26.86285714,24.088,15.17,12.71,2378.25,5178040000,1,0,1,30.97
17242,45.93,55.11,38.21,46.83,497534000,4125480000,374098666.7,231908571.4,136510921.4,112651215,42.74666667,32.91285714,25.75285714,23.106,16.9,-0.9,2378.25,5178040000,1,1,0,-27.06
17241,35.36,47.17,35.36,46.35,454418000,3174750000,242186333.3,173333257.1,107820164.3,88701210,36.68666667,28.98428571,23.79785714,21.442,11.81,-10.99,2378.25,5178040000,0,1,1,1.04
17240,28.65,35.06,28.43,35.06,170344000,2571160000,175876333.3,112904742.9,81335100,66959030,30.76666667,24.89857143,21.84642857,19.778,6.63,-6.41,2381.379883,3365660000,0,0,1,32.20
17239,28.57,29.93,27.32,28.65,101797000,2563700000,143971300,94899114.29,72376778.57,59167945,26.89333333,22.26857143,20.58142857,18.681,2.61,-0.08,2385.26001,3906840000,1,0,1,22.37
17238,23.5,30.6,23.5,28.59,255488000,2108300000,133089000,85781285.71,69782628.57,54596140,24.5,20.87428571,19.665,17.8785,7.1,-5.09,2365.449951,3172630000,0,1,1,0.21
17237,21.46,23.44,21.38,23.44,74628900,1924660000,77095266.67,53916242.86,53795414.29,42580905,21.41333333,19.59142857,18.72285714,17.0825,2.06,-1.98,2373.469971,3133900000,1,0,1,21.97
17236,19.37,21.59,19.01,21.47,69150100,1736630000,62691766.67,47085871.43,49915314.29,39499180,19.51666667,19,18.08571429,16.532,2.58,-2.1,2372.600098,3432950000,1,1,1,9.18
17235,17.74,19.66,17.68,19.33,87506800,1589640000,54409933.33,41113271.43,46299871.43,36431662,17.91,18.59285714,17.52,16.0965,1.98,-1.59,2372.600098,3432950000,1,1,1,11.07
17234,16.64,17.87,16.37,17.75,31418400,1490500000,37898400,42307071.43,41447557.14,32524822.5,17.76333333,18.61142857,17.07285714,15.7705,1.5,-1.11,2372.600098,3432950000,1,1,1,8.90
17233,18.88,18.88,16.65,16.65,44304600,1690760000,38236500,49765457.14,40240692.86,31535727.5,18.38333333,18.79428571,16.74214286,15.517,2.23,2.23,2364.870117,3716340000,1,1,1,6.61
17232,19.58,19.63,18.64,18.89,37972200,1752530000,32407066.67,49854442.86,37816142.86,31220627.5,19.26666667,18.89428571,16.45285714,15.3295,0.99,0.69,2362.97998,3812100000,0,1,0,-11.86
17231,19.28,20.1,19.11,19.61,32432700,1725360000,28863633.33,53783971.43,36188364.29,30245252.5,19.17666667,18.45571429,16.00857143,15.031,0.99,-0.33,2368.389893,3518390000,0,0,0,-3.67
17230,18.5,19.42,18.23,19.3,26816300,1655030000,50007200,53674585.71,34799914.29,30769192.5,19.12666667,17.85428571,15.49571429,14.702,1.19,-0.8,2375.310059,3232700000,0,0,1,1.61
17229,19.52,20.05,18.62,18.62,27341900,1745140000,68944133.33,52744757.14,33441588.57,29789203.5,19.03666667,17.17142857,15.02857143,14.3005,1.43,0.9,2383.120117,3555260000,1,0,1,3.65
17228,19.04,20.67,18.41,19.46,95863400,1702140000,74806000,51486471.43,32157882.14,28735353.5,18.61333333,16.44714286,14.61357143,13.9395,2.26,-0.42,2383.120117,3555260000,1,1,0,-4.32
