date,open,high,low,close,volume,market_cap,pcnt_change,3_day_volume_avg,7_day_volume_avg,10_day_volume_avg,20_day_volume_avg,3_day_close_avg,7_day_close_avg,10_day_close_avg,20_day_close_avg,bitcoin_close,7_day_btcn_avg,10_day_btcn_avg,btcn_pcnt_chng,sp500_close,7_day_sp500_avg,10_day_sp500_avg,sp500_pcnt_chng,increase_flag,tomorrow_percent_change,tomorrow_price
20161024,0.009432,0.009485,0.009054,0.009065,1717690,334725000,-4.114660461,1447153,3062268.429,2531150.3,2872680.65,0.009163667,0.008941286,0.0086843,0.00824,657.07,640.8171429,640.638,-0.033470766,2151.330078,2142.862863,2139.25,0.474983953,0,-1.919470491,0.009454
20161023,0.008977,0.009454,0.008915,0.009454,974189,318562000,5.372269282,2226493,3171925.571,2550924.3,2918943.65,0.009151667,0.008793429,0.0086545,0.0081794,657.29,638.6114286,638.61,3.865177062,2141.159912,2139.315709,2137.41499,0,0,-4.114660461,0.008972
20161022,0.009027,0.009081,0.008864,0.008972,1649580,320363000,-0.631299147,3866943.333,3119663.571,2554477.4,3009049.2,0.009031,0.008596857,0.0085073,0.00811115,632.83,635.9485714,636.5,0.312272136,2141.159912,2138.147147,2136.554004,0,1,5.372269282,0.009029
20161021,0.00909,0.009128,0.008856,0.009029,4055710,322602000,-0.69291685,4437143.333,2995720.571,2683832.4,3030212.2,0.008916,0.008478857,0.008405,0.0080708,630.86,637.0271429,637.324,0.053923745,2141.159912,2136.978585,2136.356006,-0.00841417,0,-0.631299147,0.009092
20161020,0.008636,0.009124,0.00862,0.009092,5895540,306377000,5.39005448,4346236.667,2689966.286,2678624.4,3122203.2,0.008689667,0.008441429,0.0083255,0.0080296,630.52,637.8742857,636.137,-1.166217318,2141.340088,2135.810024,2135.913013,-0.137572387,0,-0.69291685,0.008627
20161019,0.008348,0.008637,0.008318,0.008627,3360180,296137000,3.317365269,3209486.667,1991992,2704131.4,3205483.7,0.008335667,0.008282857,0.0082141,0.0080165,637.96,638.6842857,634.76,-0.192431046,2144.290039,2134.554304,2138.144995,0.219197083,1,5.39005448,0.00835
20161018,0.008032,0.00835,0.008026,0.00835,3782990,284943000,3.98505604,2292211.667,1932413.429,2707203.4,3336179.2,0.008152667,0.008186,0.0081057,0.00803085,639.19,639.1285714,632.875,-0.380281471,2139.600098,2133.824288,2139.08999,0.616040348,1,3.317365269,0.00803
20161017,0.008079,0.008144,0.008011,0.00803,2485290,286614000,-0.594206487,1291874.667,1963933.429,2530860.4,3524955.7,0.008084667,0.008169429,0.0080017,0.00806575,641.63,636.2428571,630.668,0.466609254,2126.5,2133.414272,2140.503979,-0.303799382,1,3.98505604,0.008078
20161016,0.008137,0.00823,0.008055,0.008078,608355,288675000,-0.834765529,1101921.333,2487550.571,2586591.4,3707262.7,0.008330333,0.008162,0.0079364,0.0080757,638.65,632.6885714,627.807,-0.270152097,2132.97998,2138.72283,2143.227978,0,0,-0.594206487,0.008146
20161015,0.008769,0.008885,0.00813,0.008146,781979,311086000,-7.08338086,1235709.667,2885057,2808374.9,4131991.95,0.008298333,0.008085571,0.0078668,0.00806995,640.38,629.8971429,625.193,0.563765135,2132.97998,2141.688546,2146.006982,0,0,-0.834765529,0.008767
20161014,0.00798,0.00896,0.00797,0.008767,1915430,283105000,9.834627913,1956093.333,3061854.286,3214211,4327886,0.008232667,0.007966143,0.0077957,0.0080554,636.79,626.5742857,622.175,0.094311448,2132.97998,2144.654262,2148.681982,0.020160418,0,-7.08338086,0.007982
20161013,0.007951,0.007984,0.007867,0.007982,1009720,282061000,0.415146559,2652160,3222878.571,3286963,4340617,0.008055,0.007767571,0.0077043,0.00798515,636.19,623.1785714,619.709,-0.761227323,2132.550049,2147.619978,2150.432983,-0.309926384,1,9.834627913,0.007949
20161012,0.008208,0.008507,0.007934,0.007949,2943130,291174000,-3.461258198,4365790,3482374.286,3463621,4445358,0.008053667,0.007681857,0.007715,0.0079466,641.07,619.7957143,617.179,3.567101246,2139.179932,2151.651402,2153.297974,0.114658943,1,0.415146559,0.008234
20161011,0.007993,0.008324,0.007905,0.008234,4003630,283575000,3.208824267,4515046.667,3753404.286,3376592,4372768,0.007918333,0.007608429,0.0077366,0.0078913,618.99,615.3857143,614.47,0.363194163,2136.72998,2154.587123,2156.206982,-1.244647176,0,-3.461258198,0.007978
20161010,0.007542,0.008105,0.007542,0.007978,6150610,267572000,5.766936232,3853690,3559021.429,3565782,4258560,0.007610333,0.007554,0.0077337,0.00782105,616.75,614.4057143,613.545,-0.381192357,2163.659912,2156.552839,2159.360986,0.46059051,1,3.208824267,0.007543
20161009,0.00731,0.007563,0.007299,0.007543,3390900,259324000,3.187414501,2817686.667,3076977.143,3706836,4019301.5,0.00741,0.007569857,0.0078189,0.0077614,619.11,613.5685714,612.439,0.322465647,2153.73999,2156.201416,2159.821997,0,1,5.766936232,0.00731
20161008,0.007371,0.007377,0.00726,0.00731,2019560,261504000,-0.908228277,2629450,2888682.857,3965155,3996262.5,0.007356333,0.007658714,0.007956,0.00772715,617.12,612.8357143,611.001,0.668819941,2153.73999,2158.277134,2159.560986,0,1,3.187414501,0.007377
20161007,0.007377,0.007459,0.00735,0.007377,3042600,261722000,-0.067732322,3569710,3442392.857,4519051,4006852,0.007398,0.007786571,0.0081298,0.0077043,613.02,611.7814286,609.906,0.083263947,2153.73999,2160.352853,2161.323999,-0.325348368,0,-0.908228277,0.007382
20161006,0.007429,0.00746,0.007321,0.007382,2826190,263560000,-0.712844654,3436493.333,4087900,4827934,3937035,0.007556667,0.007994143,0.008215,0.00768635,612.51,610.7342857,609.408,0.378564405,2160.77002,2162.428572,2161.942993,0.04815602,0,-0.067732322,0.007435
20161005,0.007873,0.007895,0.007407,0.007435,4840340,279308000,-5.322806571,3419863.333,4537600,5455609,4412865.5,0.007792333,0.008213,0.0082731,0.00768955,610.2,609.6228571,608.24,-0.315292503,2159.72998,2161.051409,2160.476001,0.429669054,0,-0.712844654,0.007853
20161004,0.008115,0.008132,0.007853,0.007853,2642950,287883000,-2.917542341,2497363.333,4925911.429,5441561,4969228.5,0.008035667,0.008443429,0.0083151,0.00773295,612.13,609.0471429,607.483,0.202982534,2150.48999,2162.714286,2160.971997,-0.49555623,0,-5.322806571,0.008089
20161003,0.008165,0.008241,0.008065,0.008089,2776300,289639000,-0.930802205,3581556.667,5424265.714,5394271,4889509,0.008153,0.008497143,0.008266,0.00763835,610.89,608.4628571,606.554,-0.503273722,2161.199951,2164.062849,2162.391992,-0.326069582,0,-2.917542341,0.008165
20161002,0.008197,0.008316,0.008084,0.008165,2072840,290783000,-0.487507617,5176506.667,6328071.429,5427095,4792541.1,0.0084,0.008479143,0.0081782,0.0075282,613.98,607.0257143,605.095,0.695378358,2168.27002,2161.905727,2162.740991,0,0,-0.930802205,0.008205
20161001,0.008839,0.008848,0.008186,0.008205,5895530,313570000,-7.078142695,6476923.333,6703360,5368944,4722945.7,0.008649667,0.008434857,0.008046,0.0074148,609.74,605.4042857,603.412,0.668658885,2168.27002,2161.394287,2163.631983,0,0,-0.487507617,0.00883
20160930,0.00891,0.00924,0.008789,0.00883,7561150,316085000,-0.942337895,7031253.333,6171148.571,4951338,4454864.4,0.008930667,0.008314429,0.0079084,0.00729665,605.69,604.4185714,603.269,0.158748532,2168.27002,2160.882847,2163.116992,0.796796936,0,-7.078142695,0.008914
20160929,0.009065,0.00909,0.008707,0.008914,5974090,321424000,-1.480990274,6554680,5534490,4331767,4092308.6,0.008730333,0.008083143,0.0077039,0.00714865,604.73,603.0771429,603.623,-0.237557121,2151.129883,2160.371408,2160.265991,-0.932141133,0,-0.942337895,0.009048
20160928,0.00822,0.009082,0.00822,0.009048,7558520,291479000,9.952606635,7597630,4894095.714,4027370,3836067.1,0.008413333,0.007787286,0.0074983,0.0069964,606.17,601.9942857,604.137,-0.307545556,2171.370117,2164.092843,2159.065015,0.529655376,0,-1.480990274,0.008229
20160927,0.007959,0.008306,0.007919,0.008229,6131430,282218000,3.340449579,6644743.333,4059945.714,3494653,3501610.55,0.008015667,0.007470286,0.0072788,0.0068391,608.04,602.3,604.118,1.200006657,2159.929932,2162.914272,2155.843994,0.644417006,1,9.952606635,0.007963
20160926,0.007872,0.008593,0.007847,0.007963,9102940,279129000,1.374920433,5324283.333,3379090,3046136,3229351.75,0.007726667,0.007264,0.0071577,0.00672225,600.83,602.47,604.011,-0.298690739,2146.100098,2160.032854,2153.766992,-0.858776245,1,3.340449579,0.007855
20160925,0.007356,0.007986,0.007316,0.007855,4699860,260832000,6.696549851,3324816.667,2497258.571,3370122,2812881,0.007476,0.007106143,0.007106,0.0066197,602.63,603.7614286,604.643,-0.034835114,2164.689941,2159.035714,2153.072974,0,1,1.374920433,0.007362
20160924,0.007234,0.007424,0.00717,0.007362,2170050,256511000,2.09402302,2255306.667,2144614.286,4496896,2617111,0.007138667,0.006963,0.0071508,0.00652355,602.84,604.24,605.448,1.096763374,2164.689941,2155.388567,2151.32998,0,1,6.696549851,0.007211
20160923,0.006848,0.0073,0.006807,0.007211,3104540,242812000,5.377758293,2105113.333,2069787.143,4384747,2548627.15,0.006961,0.006913857,0.0070107,0.00645315,596.3,604.83,606.088,-0.142342795,2164.689941,2151.74142,2147.437988,-0.573677481,1,2.09402302,0.006843
20160922,0.006833,0.006986,0.006809,0.006843,1491330,242293000,0.205008054,1525413.333,3389538.571,4157987.2,2428316.05,0.006819,0.006947429,0.0068782,0.0063908,597.15,606.38,607.282,-1.834590916,2177.179932,2148.094273,2143.670996,0.649978468,1,5.377758293,0.006829
20160921,0.006809,0.006908,0.006709,0.006829,1719470,241444000,0.648489315,2005010,5457577.143,4076947.4,2382931.35,0.006824,0.007156,0.0067836,0.00634715,608.31,608.3128571,608.239,-0.151010292,2163.120117,2143.819999,2141.857007,1.091716215,1,0.205008054,0.006785
20160920,0.006865,0.006911,0.006748,0.006785,1365440,243406000,-1.064450277,2175636.667,5361732.857,3958390.8,2329958.9,0.006832,0.007032,0.0066849,0.0063049,609.23,608.4457143,609.759,-0.104940397,2139.76001,2138.48427,2138.326001,0.029913841,1,0.648489315,0.006858
20160919,0.006855,0.007178,0.006795,0.006858,2930120,243070000,0.072960747,2269243.333,5286233.143,3852850.2,2320138.9,0.006909667,0.006903571,0.0065934,0.00626625,609.87,608.3042857,611.122,0.641935377,2139.120117,2136.664272,2137.131006,-0.00186031,0,-1.064450277,0.006853
20160918,0.007017,0.007019,0.006788,0.006853,2231350,248819000,-2.351097179,5406803.333,4964920.571,3644764.2,2220035.05,0.007105667,0.006766286,0.0064945,0.00622465,605.98,607.8542857,612.767,-0.163105261,2139.159912,2139.509975,2136,0,1,0.072960747,0.007018
20160917,0.007391,0.007535,0.006998,0.007018,1646260,262064000,-5.748052646,9985553.333,4722428.286,3508568.1,2184855.55,0.007589,0.006621857,0.0063994,0.00618855,606.97,610.3585714,613.623,-0.02964671,2139.159912,2137.888567,2140.214014,0,0,-2.351097179,0.007446
20160916,0.008286,0.008333,0.0072,0.007446,12342800,293807000,-10.32157052,9786320,4531538.857,3412567.5,2132147.95,0.007236667,0.006457857,0.0062868,0.0061358,607.15,612.6285714,613.97,-0.578044148,2139.159912,2136.26716,2144.914014,-0.377229491,0,-5.748052646,0.008303
20160915,0.005969,0.008765,0.005953,0.008303,15967600,210808000,39.28870995,5951034,2889604.571,2255640,1526671.05,0.006716667,0.006232571,0.0061334,0.00606225,610.68,615.3671429,613.914,0.236360055,2147.26001,2134.645752,2149.646021,1.010927325,0,-10.32157052,0.005961
20160914,0.005888,0.006042,0.005881,0.005961,1048560,207934000,1.27420999,855478,732717.2857,737326,757227.15,0.005914667,0.005889571,0.0058963,0.0059486,609.24,615.9185714,613.709,0.164408786,2125.77002,2139.508615,2152.918018,-0.058767665,1,39.28870995,0.005886
20160913,0.005899,0.005905,0.005871,0.005886,836942,208335000,-0.186535527,683926,680959.2857,712507.3,740615.45,0.005875,0.005879714,0.0058956,0.0059545,608.24,616.09,612.606,0.250527426,2127.02002,2148.135742,2158.339014,-1.483067401,1,1.27420999,0.005897
20160912,0.005844,0.005912,0.005837,0.005897,680932,206386000,0.941458405,508290,671899.7143,698644.9,754701.35,0.005869667,0.005883429,0.0059034,0.0059628,606.72,615.8542857,609.336,-2.692819682,2159.040039,2156.630022,2163.63501,1.467705253,0,-0.186535527,0.005842
20160911,0.005866,0.005895,0.005815,0.005842,533904,207186000,-0.477001704,564399.3333,686689.4286,688915.3,769617.55,0.005860333,0.005888429,0.0059107,0.0059689,623.51,616.1271429,605.894,0.104357319,2127.810059,2159.621443,2165.729004,0,1,0.941458405,0.00587
20160910,0.005872,0.005882,0.005859,0.00587,310034,207375000,0.017038678,676227.6667,724756.4286,701527,777244.05,0.005880333,0.005904429,0.0059249,0.0059768,622.86,612.5128571,601.09,-0.552433261,2127.810059,2167.074288,2170.034009,0,0,-0.477001704,0.005869
20160909,0.005901,0.005907,0.005857,0.005869,849260,208415000,-0.559132497,801634.3333,780225.5714,787427.6,782339.95,0.005887667,0.005917857,0.0059391,0.0059859,626.32,605.7528571,596.554,1.916880919,2127.810059,2174.527134,2174.347998,-2.452206886,1,0.017038678,0.005902
20160908,0.005892,0.005941,0.005892,0.005902,869389,208088000,0.169721656,776389.3333,742279.2857,795305.9,759858.7,0.005902,0.005932286,0.0059548,0.00599815,614.54,598.0357143,591.333,0.671646681,2181.300049,2181.97998,2179.179004,-0.22230135,0,-0.559132497,0.005892
20160907,0.005915,0.005925,0.005888,0.005892,686254,208893000,-0.338294993,748079.6667,712369.5714,861143,784208.75,0.005912,0.005944,0.0059777,0.006009,610.44,592.4542857,587.27,0.634695593,2186.159912,2180.48856,2179.086987,-0.014638506,1,0.169721656,0.005912
20160906,0.005933,0.005955,0.0059,0.005912,773525,209545000,-0.337154417,786119.3333,781339,851728.4,803904.55,0.005932667,0.005961143,0.0059848,0.0060205,606.59,587.7485714,583.221,-0.335179009,2186.47998,2178.315708,2177.375,0.298167876,0,-0.338294993,0.005932
20160905,0.005948,0.005966,0.005889,0.005932,784460,210058000,-0.369499496,761050.3333,803413,797702.1,832869.8,0.00595,0.005977429,0.0059911,0.00603035,608.63,583.1085714,580.527,1.741863225,2179.97998,2176.835728,2175.631006,0,0,-0.337154417,0.005954
20160904,0.005964,0.006002,0.005905,0.005954,800373,210644000,-0.167672703,694109,909598.7143,777128.3,856139.8,0.005962667,0.006005857,0.0060009,0.00604075,598.21,578.1485714,577.44,3.938909546,2179.97998,2176.892857,2174.537012,0,0,-0.369499496,0.005964
20160903,0.005967,0.005992,0.005928,0.005964,698318,210725000,-0.100502513,647325,879846.5714,768723.6,840538,0.005972667,0.006007143,0.0060134,0.0060453,575.54,574.1114286,575.637,0.566136642,2179.97998,2175.330008,2173.786011,0,0,-0.167672703,0.00597
20160902,0.005979,0.005985,0.005959,0.00597,583636,211170000,-0.233957219,804232.3333,813410,810757.8,830574.5,0.005988667,0.006008714,0.0060222,0.0060468,572.3,574.6985714,576.424,-0.550854084,2179.97998,2173.767159,2173.332007,0.420104132,0,-0.100502513,0.005984
20160901,0.006013,0.00603,0.00598,0.005984,660021,213837000,-0.465735196,919034.6667,812708,850319.8,831522.7,0.006007333,0.006017286,0.0060271,0.0060529,575.47,575.4785714,577.869,-0.351515152,2170.860107,2172.204311,2174.023999,-0.004138465,0,-0.233957219,0.006012
20160831,0.006036,0.006045,0.005915,0.006012,1169040,214671000,-0.232326585,1208281,820751.5714,852961.1,830863.8,0.006056333,0.006030857,0.0060287,0.00605985,577.5,576.1514286,578.453,0.590479176,2170.949951,2172.434291,2175.201978,-0.237586425,0,-0.465735196,0.006026
20160830,0.00612,0.006129,0.006006,0.006026,928043,217656000,-1.712608057,1015970.333,813554.4286,777252.3,792797.35,0.00604,0.006036571,0.0060327,0.0060687,574.11,576.9957143,578.873,0.03484867,2176.120117,2173.075718,2176.493994,-0.195368066,0,-0.232326585,0.006131
20160829,0.005961,0.00614,0.005938,0.006131,1527760,211999000,2.817373805,784376.6667,820870.5714,724411.5,789685.6,0.006023,0.006035571,0.0060415,0.0060771,573.91,578.8014286,579.025,0.694797789,2180.379883,2174.615688,2177.268994,0.522804734,0,-1.712608057,0.005963
20160828,0.005974,0.006001,0.005955,0.005963,592108,212447000,-0.20083682,468030.6667,700681.1429,707274.5,768562.6,0.005989333,0.006016857,0.0060403,0.0060787,569.95,579.8585714,579.066,-1.673423618,2169.040039,2174.938546,2177.618018,0,1,2.817373805,0.005975
20160827,0.006018,0.006042,0.005971,0.005975,233262,214005000,-0.912106136,509436.6667,674944.5714,756080.7,775088.6,0.006028,0.006029571,0.0060562,0.0060819,579.65,581.5371429,579.393,0.32712545,2169.040039,2177.057129,2179.416016,0,0,-0.20083682,0.00603
20160826,0.006083,0.006097,0.006019,0.00603,578722,216329000,-0.806053627,804569.3333,698712.1429,868037.5,828580.5,0.006053667,0.006049429,0.0060696,0.00609205,577.76,580.9628571,579.172,-0.417111931,2169.040039,2179.175711,2180.734009,-0.157881676,0,-0.912106136,0.006079
20160825,0.006049,0.006085,0.006028,0.006079,716326,215106000,0.44613351,938080.6667,809807.5714,935151.3,907870.9,0.00605,0.006062143,0.0060806,0.0061074,580.18,580.4714286,578.12,-0.553641521,2172.469971,2181.294294,2181.644995,-0.13652273,0,-0.806053627,0.006052
20160824,0.006015,0.006059,0.005989,0.006052,1118660,213912000,0.548263831,928116.6667,861785.2857,912352.4,906924,0.006023667,0.006068286,0.0060772,0.0061258,583.41,579.4771429,577.149,-0.569237324,2175.439941,2183.372872,2183.412988,-0.524027688,1,0.44613351,0.006019
20160823,0.006002,0.006054,0.00596,0.006019,979256,213430000,0.316666667,692547.3333,895238.1429,850391.2,901389,0.006023667,0.006076429,0.0060714,0.006114,586.75,578.6242857,577.367,0.935817378,2186.899902,2184.341448,2184.273999,0.195176905,1,0.548263831,0.006
20160822,0.006055,0.006072,0.005883,0.006,686434,215346000,-0.859220093,499340.3333,933895.8571,812725.6,930959.2,0.006055333,0.006093714,0.0060787,0.00609535,581.31,575.8371429,577.448,-0.067044868,2182.639893,2183.091448,2183.989014,-0.056332288,1,0.316666667,0.006052
20160821,0.006116,0.006117,0.006012,0.006052,411952,217500000,-1.014066078,722659,905596.2857,808766.5,974322,0.006095,0.006100143,0.006091,0.00607985,581.7,574.2885714,578.229,1.054496812,2183.870117,2184.164307,2184.130029,0,0,-0.859220093,0.006114
20160820,0.006126,0.006148,0.006085,0.006114,399635,217849000,-0.081712698,945398.3333,918038.5714,808342.4,1001672.2,0.006118333,0.006091857,0.0061047,0.00607255,575.63,574.8442857,579.269,0.228095835,2183.870117,2184.190011,2184.322022,0,0,-1.014066078,0.006119
20160819,0.00612,0.006199,0.006093,0.006119,1356390,217641000,-0.049003594,1263130,947033.5714,854959.7,1014100.7,0.006116667,0.006088714,0.0061127,0.0060641,574.32,576.5485714,580.486,0.191898399,2183.870117,2184.215716,2183.484009,-0.144027168,0,-0.081712698,0.006122
20160818,0.0061,0.006123,0.006044,0.006122,1080170,216891000,0.212800786,1227620,845669.7143,829850.7,968382.45,0.006123667,0.006089286,0.0061171,0.0060642,573.22,578.6628571,582.159,-0.730811859,2187.02002,2184.24142,2183.270996,0.219961739,0,-0.049003594,0.006109
20160817,0.006144,0.006158,0.006099,0.006109,1352830,218481000,-0.504885993,1030342.333,749604.1429,794096.5,953357.3,0.006098,0.006098857,0.0061076,0.00606365,577.44,581.36,584.106,1.798180664,2182.219971,2184.065709,2182.657983,0.186858994,1,0.212800786,0.00614
20160816,0.006045,0.006188,0.00603,0.00614,1249860,214957000,1.571546733,745748.3333,680029.5714,789123.5,948948.3,0.006059667,0.006111,0.0061145,0.0060569,567.24,582.84,585.14,-0.5661998,2178.149902,2183.104283,2182.722998,-0.547907702,0,-0.504885993,0.006045
20160815,0.005993,0.006062,0.005969,0.006045,488337,213098000,0.850850851,529995,659378.1429,880590.5,954959.8,0.006043667,0.006114286,0.0061342,0.00604835,570.47,586.2414286,585.92,-2.582011305,2190.149902,2183.617153,2183.19502,0.279290898,1,1.571546733,0.005994
20160814,0.006092,0.006093,0.005968,0.005994,499048,216630000,-1.608667104,582830.3333,692848.2857,901495.6,1007934.45,0.006069667,0.006111714,0.0061744,0.006046,585.59,589.4157143,586.702,-0.335284907,2184.050049,2182.294294,2182.467041,0,1,0.850850851,0.006092
20160813,0.006119,0.006141,0.00608,0.006092,602600,217594000,-0.506287767,552384.6667,807712.8571,952386.8,1027063.65,0.006134667,0.006138,0.0061566,0.0060586,587.56,589.7285714,584.779,-0.264801738,2184.050049,2182.125732,2180.487036,0,0,-1.608667104,0.006123
20160812,0.006188,0.006189,0.006101,0.006123,646843,220047000,-1.066408143,640120.6667,1030845.714,1049192.8,1012718,0.006168667,0.006173,0.006112,0.0060683,589.12,587.94,580.77,-0.503293363,2184.050049,2181.957171,2178.461035,-0.079604627,0,-0.506287767,0.006189
20160811,0.006196,0.006217,0.006162,0.006189,407711,220318000,-0.080723281,792939.6667,1038066.429,1139877.5,998204.3,0.006182,0.006219286,0.0060687,0.006078,592.1,586.3928571,582.485,0.731541341,2185.790039,2181.788609,2175.759033,0.473458809,0,-1.066408143,0.006194
20160810,0.006147,0.006221,0.006109,0.006194,865808,218562000,0.503001785,897912,1123816.286,1195002,1016828.35,0.006128,0.006166,0.0060404,0.0060837,587.8,582.7157143,585.743,-0.549868877,2175.48999,2178.711461,2174.264038,-0.2864686,0,-0.080723281,0.006163
20160809,0.006027,0.006181,0.006003,0.006163,1105300,214298000,2.256512361,1043676,1224509.429,1173241.7,1014097.6,0.006122667,0.006087714,0.0060155,0.0060948,591.05,576.9542857,592.468,-0.276704517,2181.73999,2177.040039,2174.075049,0.038979364,1,0.503001785,0.006027
20160808,0.00616,0.00618,0.006021,0.006027,722628,219052000,-2.444156685,1396752.667,1288565.143,1106914.2,998338.45,0.006180667,0.006020143,0.0060113,0.0061064,592.69,579.1285714,599.062,0.835346558,2180.889893,2173.510045,2173.26106,-0.090716529,1,2.256512361,0.006178
20160807,0.006337,0.006337,0.006156,0.006178,1303100,225317000,-2.509073694,1388339.333,1322326.286,1112618.1,989749.2,0.006320667,0.006002857,0.0060197,0.0061253,587.78,583.6985714,605.296,2.215498052,2182.870117,2172.074358,2172.53208,0,0,-2.444156685,0.006337
20160806,0.006448,0.00656,0.006239,0.006337,2164530,229290000,-1.706219947,1289959.333,1228769.857,1108773.1,946733.85,0.0062,0.005969571,0.0059993,0.0061405,575.04,593.3085714,611.953,-0.562001764,2182.870117,2170.75007,2171.251074,0,0,-2.509073694,0.006447
20160805,0.005821,0.00645,0.005813,0.006447,697388,206997000,10.84938102,1092002.667,982697.7143,1029329.1,864970.6,0.005969667,0.005938714,0.0059625,0.00615055,578.29,605.0157143,619.627,2.10643407,2182.870117,2169.425781,2169.62207,0.860349636,0,-1.706219947,0.005816
20160804,0.005646,0.00582,0.005644,0.005816,1007960,200728000,3.010981226,1377436.667,994451.8571,1114373.3,863096.4,0.005717333,0.005890714,0.0059176,0.0061568,566.36,615.9785714,627.208,3.450417374,2164.25,2168.101493,2168.253052,0.021257192,1,10.84938102,0.005646
20160803,0.005688,0.005701,0.00563,0.005646,1570660,202199000,-0.773286467,1361102,1031121.857,1101740.5,850356.75,0.005747333,0.005913286,0.0059606,0.0061881,547.47,628.5485714,636.7,-9.698649117,2163.790039,2168.931501,2168.67605,0.313394339,1,3.010981226,0.00569
20160802,0.005911,0.005933,0.005686,0.00569,1553690,210140000,-3.657297663,1053617,1002469,976243.2,805968.45,0.005847,0.005959429,0.0060246,0.00622505,606.27,643.45,647.509,-2.94710892,2157.030029,2169.330078,2169.800049,-0.636161967,0,-0.773286467,0.005906
20160801,0.005942,0.005942,0.005904,0.005906,958956,211241000,-0.656013457,683062,1001631.857,856531.1,775396.2,0.005990667,0.006003429,0.0060873,0.0062611,624.68,650.2828571,651.944,-4.636287306,2170.840088,2171.065779,2171.600049,-0.126978739,0,-3.657297663,0.005945
20160731,0.006118,0.006122,0.005944,0.005945,648205,217502000,-2.875347165,623299,990585.5714,838654.7,776346.3,0.006059,0.006052,0.006127,0.0062833,655.05,655.5114286,655.977,-0.295286077,2173.600098,2170.72862,2172.019043,0,0,-0.656013457,0.006121
20160730,0.006112,0.006164,0.006107,0.006121,442025,217281000,0.163639339,828780.6667,943083,854953.5,780067.4,0.006068667,0.006100714,0.0061741,0.00631275,656.99,655.5842857,657.04,0.299222936,2173.600098,2170.932896,2171.176025,0,0,-2.875347165,0.006111
20160729,0.005974,0.006112,0.005969,0.006111,779667,212370000,2.29327084,1138135.667,930875,889762.7,786518.5,0.006018,0.006128714,0.0062015,0.0063404,655.03,654.6742857,658.627,0.103919921,2173.600098,2171.137172,2171.118018,0.163130923,1,0.163639339,0.005974
20160728,0.005973,0.005986,0.005947,0.005974,1264650,212328000,0.083766125,1394190,930950,866880.3,776407.5,0.005980333,0.006156143,0.0062309,0.0063688,654.35,656.1,660.435,0.394304827,2170.060059,2171.341448,2170.136011,0.160620927,1,2.29327084,0.005969
20160727,0.005996,0.006008,0.005954,0.005969,1370090,213166000,-0.483494498,1266517.333,866170.4286,784694.6,743378.8,0.006071,0.006219286,0.0062817,0.00640585,651.78,657.7185714,662.946,-0.354685828,2166.580078,2170.642857,2169.818994,-0.119854234,1,0.083766125,0.005998
20160726,0.006246,0.00625,0.005983,0.005998,1547830,222062000,-3.970541146,915049.6667,783317.1429,700612.1,714358.95,0.006176667,0.006280143,0.0063386,0.0064373,654.1,660.73,663.845,-1.085773046,2169.179932,2171.562849,2169.334985,0.032278463,0,-0.483494498,0.006246
20160725,0.006293,0.006297,0.006225,0.006246,881632,223721000,-0.636334712,517962.6667,640890.4286,611819.5,666977.2,0.006283,0.006338286,0.006396,0.00647195,661.28,663.4457143,664.76,0.872536457,2168.47998,2170.791434,2168.590991,-0.30114752,0,-3.970541146,0.006286
20160724,0.006328,0.006333,0.006228,0.006286,315687,224965000,-0.490739275,484149.3333,578199.1429,598973,652838.85,0.006302,0.006372,0.0064156,0.0064946,655.56,666.0428571,664.44,0.759275768,2175.030029,2170.564279,2167.916992,0,0,-0.636334712,0.006317
20160723,0.006303,0.006335,0.00627,0.006317,356569,224076000,0.222116452,649318,608710.2857,635693.7,680853,0.006345333,0.006408,0.0064255,0.0065317,650.62,666.7871429,664.331,-2.163877235,2175.030029,2168.665702,2166.788989,0,0,-0.490739275,0.006303
20160722,0.006417,0.006423,0.006303,0.006303,780192,228111000,-1.761221945,793834,652043.8571,694261.3,689840.1,0.006371333,0.006444429,0.0064349,0.0065462,665.01,668.5914286,665.724,-0.10064896,2175.030029,2166.767125,2164.52898,0.455396452,1,0.222116452,0.006416
20160721,0.00639,0.006564,0.006374,0.006416,811193,226463000,0.328381548,717384.3333,648183.1429,714037.9,676018.95,0.006405333,0.006464286,0.0064396,0.006566,665.68,667.6014286,663.989,-1.067086764,2165.169922,2164.868548,2162.239966,-0.361252907,0,-1.761221945,0.006395
20160720,0.006404,0.006422,0.00638,0.006395,790117,226959000,-0.156128025,594584.3333,629854.7143,705181.3,685136.2,0.006427333,0.006459857,0.0064514,0.00658455,672.86,666,662.357,-0.037141032,2173.02002,2164.665702,2159.438965,0.427030053,1,0.328381548,0.006405
20160719,0.006479,0.006485,0.006397,0.006405,550843,229590000,-1.187904968,507633.6667,651587.2857,683274.3,697959.35,0.006475,0.006462143,0.0064793,0.00659765,673.11,664.8128571,660.167,-0.934565685,2163.780029,2161.724261,2155.126953,-0.143517398,0,-0.156128025,0.006482
